"$r [deg]","Time [us]","InducedVoltage(int) [mV]"
0.6,112.5,-0.723320742392328
0.6,125,1.08645027959793
0.6,137.5,2.8615322899119
0.6,150,4.56232707971433
0.6,162.5,6.14915053452522
0.6,175,7.58409001897995
0.6,187.5,8.83245184568862
0.6,200,9.86381902445908
0.6,212.5,10.6529696227754
0.6,225,11.1805460223662
0.6,237.5,11.4335799753158
0.6,250,11.4058351385907
0.6,262.5,11.0979693880665
0.6,275,10.5175301732912
0.6,287.5,9.67877147645592
0.6,300,8.60230680706415
0.6,312.5,7.31460071703707
0.6,325,5.84732393426309
0.6,337.5,4.23656661941837
0.6,350,2.52195646722645
0.6,362.5,0.745680388260202
0.6,375,-1.0485560784358
0.6,387.5,-2.81660030790939
0.6,400,-4.51494582898493
0.6,412.5,-6.10179624352929
0.6,425,-7.53810336328207
0.6,437.5,-8.7885189552188
0.6,450,-9.82227366249991
0.6,462.5,-10.6139333634602
0.6,475,-11.144020754119
0.6,487.5,-11.3994947517725
0.6,500,-11.3740832015023
0.75,0,-11.6838
0.75,12.5,-11.592111108209
0.75,25,-11.5004458352023
0.75,37.5,-10.6956793357297
0.75,50,-9.62131737459092
0.75,62.5,-8.38902261810888
0.75,75,-7.02259737262667
0.75,87.5,-5.53276258299709
0.75,100,-3.93670228763405
0.75,112.5,-2.26058461066492
0.75,125,-0.537653234982188
0.75,137.5,1.19433925594314
0.75,150,2.89536898221166
0.75,162.5,4.52498414749509
0.75,175,6.04380704312181
0.75,187.5,7.4148057928853
0.75,200,8.60437318205185
0.75,212.5,9.58325168801139
0.75,225,10.3273102202685
0.75,237.5,10.8181674860627
0.75,250,11.0436624225353
0.75,262.5,10.998165056877
0.75,275,10.6827178881533
0.75,287.5,10.1050155096516
0.75,300,9.27921414460743
0.75,312.5,8.22558669601488
0.75,325,6.97001836104019
0.75,337.5,5.5433750591677
0.75,350,3.98073919327101
0.75,362.5,2.32054518302392
0.75,375,0.603635497233307
0.75,387.5,-1.12774743092679
0.75,400,-2.83100370593361
0.75,412.5,-4.46421987091987
0.75,425,-5.98720653176008
0.75,437.5,-7.36248533564555
0.75,450,-8.55621359394263
0.75,462.5,-9.53901613325927
0.75,475,-10.2867108089707
0.75,487.5,-10.7809024222683
0.75,500,-11.0094369267767
0.9,0,-0.806167
0.9,12.5,-4.97436419948611
0.9,25,-9.14256144031189
0.9,37.5,-10.4138483499746
0.9,50,-10.4306926434169
0.9,62.5,-9.82204865743574
0.9,75,-8.83867015835376
0.9,87.5,-7.59078034084178
0.9,100,-6.13914268465087
0.9,112.5,-4.52928259748403
0.9,125,-2.80367781104665
0.9,137.5,-1.00549471296742
0.9,150,0.820845255548651
0.9,162.5,2.6302744873283
0.9,175,4.37807986096321
0.9,187.5,6.02100110210521
0.9,200,7.51833800548679
0.9,212.5,8.83295886691277
0.9,225,9.932248295728
0.9,237.5,10.788900778718
0.9,250,11.3816123772632
0.9,262.5,11.6955970558885
0.9,275,11.7229547225261
0.9,287.5,11.4628694972978
0.9,300,10.9216036940876
0.9,312.5,10.1123735959057
0.9,325,9.05500572527757
0.9,337.5,7.77544604670594
0.9,350,6.30512565218534
0.9,362.5,4.68017928953195
0.9,375,2.94055840238193
0.9,387.5,1.12904389505824
0.9,400,-0.709805118703593
0.9,412.5,-2.53075229196672
0.9,425,-4.28899734541507
0.9,437.5,-5.94127699786545
0.9,450,-7.44694069502596
0.9,462.5,-8.76893674486219
0.9,475,-9.87474286731097
0.9,487.5,-10.7371478728956
0.9,500,-11.334937117847
1.05,0,7.74308
1.05,12.5,0.736361171806008
1.05,25,-6.27035282497069
1.05,37.5,-9.02356780988008
1.05,50,-9.87065305260159
1.05,62.5,-9.78772240655305
1.05,75,-9.18335547463462
1.05,87.5,-8.23733808644394
1.05,100,-7.03971090259387
1.05,112.5,-5.64702357432834
1.05,125,-4.10463154827209
1.05,137.5,-2.45513959299483
1.05,150,-0.741195307451689
1.05,162.5,0.994020750997088
1.05,175,2.70724046718088
1.05,187.5,4.35592998658582
1.05,200,5.8992334678547
1.05,212.5,7.29894390521369
1.05,225,8.5204227164635
1.05,237.5,9.53344366020747
1.05,250,10.3129330704336
1.05,262.5,10.8395833485138
1.05,275,11.1003265126971
1.05,287.5,11.0886529472868
1.05,300,10.8047707673986
1.05,312.5,10.2556011009433
1.05,325,9.45460475540036
1.05,337.5,8.42144783568499
1.05,350,7.18151929624998
1.05,362.5,5.76530523858469
1.05,375,4.20763615378974
1.05,387.5,2.54683051376906
1.05,400,0.823748480422607
1.05,412.5,-0.919212803277476
1.05,425,-2.63916275454601
1.05,437.5,-4.29377828123462
1.05,450,-5.84233650554325
1.05,462.5,-7.2467303507856
1.05,475,-8.47239834788089
1.05,487.5,-9.48917839302362
1.05,500,-10.272050851266
1.2,0,14.8839
1.2,12.5,5.45585997110596
1.2,25,-3.97216722030162
1.2,37.5,-8.02871316138548
1.2,50,-9.61899201362079
1.2,62.5,-10.0042281050585
1.2,75,-9.72998248724459
1.2,87.5,-9.03852628195128
1.2,100,-8.04669492104547
1.2,112.5,-6.82129170762604
1.2,125,-5.41057999998978
1.2,137.5,-3.85711219033745
1.2,150,-2.20260291779379
1.2,162.5,-0.489412884425793
1.2,175,1.23944288372148
1.2,187.5,2.94089372538562
1.2,200,4.57269582019516
1.2,212.5,6.09439964305715
1.2,225,7.46830720268633
1.2,237.5,8.66038282710252
1.2,250,9.64109022678443
1.2,262.5,10.3861146968797
1.2,275,10.8769629310355
1.2,287.5,11.1014112029592
1.2,300,11.0538107294289
1.2,312.5,10.7352250362648
1.2,325,10.1533962920695
1.2,337.5,9.32256501104094
1.2,350,8.26309891504542
1.2,362.5,7.00101522077763
1.2,375,5.56732293840735
1.2,387.5,3.99726720931763
1.2,400,2.32945069918455
1.2,412.5,0.604891716170765
1.2,425,-1.13399560369717
1.2,437.5,-2.84443112165785
1.2,450,-4.48433284788485
1.2,462.5,-6.01335761601391
1.2,475,-7.3938883805316
1.2,487.5,-8.59196109053609
1.2,500,-9.57810184627452
1.35,0,24.1176
1.35,12.5,11.5858599567017
1.35,25,-0.945927858898035
1.35,37.5,-6.64243741547445
1.35,50,-9.19333373461168
1.35,62.5,-10.2075027441204
1.35,75,-10.3881179635775
1.35,87.5,-10.0492546541768
1.35,100,-9.33974238831782
1.35,112.5,-8.33989497940026
1.35,125,-7.1029917460775
1.35,137.5,-5.67302555275938
1.35,150,-4.09188932975204
1.35,162.5,-2.40201507035255
1.35,175,-0.647054189284713
1.35,187.5,1.12853635152921
1.35,200,2.88018081450224
1.35,212.5,4.56412908934768
1.35,225,6.1384377033114
1.35,237.5,7.56396161823055
1.35,250,8.80528750914955
1.35,262.5,9.83159114046094
1.35,275,10.6173847540656
1.35,287.5,11.1431325723249
1.35,300,11.395727679029
1.35,312.5,11.3688155560853
1.35,325,11.0629364447049
1.35,337.5,10.4855224514609
1.35,350,9.65069108752315
1.35,362.5,8.57893891095147
1.35,375,7.29656300196503
1.35,387.5,5.83509123087295
1.35,400,4.23045716541787
1.35,412.5,2.52209888808959
1.35,425,0.752068795105972
1.35,437.5,-1.03609812389357
1.35,450,-2.79840541753962
1.35,462.5,-4.49149205526063
1.35,475,-6.07369376941026
1.35,487.5,-7.50607880650675
1.35,500,-8.75339645515371
1.5,0,34.922
1.5,12.5,18.8057717322136
1.5,25,2.68949843913811
1.5,37.5,-4.91136361170571
1.5,50,-8.5443897484349
1.5,62.5,-10.2477066433385
1.5,75,-10.9256525020906
1.5,87.5,-10.9819967656484
1.5,100,-10.6030873788969
1.5,112.5,-9.88294137834818
1.5,125,-8.87814907590962
1.5,137.5,-7.63174959426388
1.5,150,-6.18339995802598
1.5,162.5,-4.57340668988043
1.5,175,-2.84399917776696
1.5,187.5,-1.03932603021336
1.5,200,0.795144009539162
1.5,212.5,2.61350831633795
1.5,225,4.37044600673731
1.5,237.5,6.02226400338357
1.5,250,7.52794536740612
1.5,262.5,8.8501290899755
1.5,275,9.95602618430347
1.5,287.5,10.8182050659618
1.5,300,11.4152668792245
1.5,312.5,11.7323694675722
1.5,325,11.7615794090295
1.5,337.5,11.5020713766253
1.5,350,10.960144830841
1.5,362.5,10.1490603059916
1.5,375,9.08872161897777
1.5,387.5,7.80517597323054
1.5,400,6.32997314738598
1.5,412.5,4.69939028689531
1.5,425,2.95353431617067
1.5,437.5,1.13535740457662
1.5,450,-0.710406670763025
1.5,462.5,-2.53833874501545
1.5,475,-4.30345492587347
1.5,487.5,-5.96231963917855
1.5,500,-7.47410601823692
1.65,0,42.6049
1.65,12.5,24.1961228238796
1.65,25,5.78730062978777
1.65,37.5,-3.20376164586899
1.65,50,-7.67681553808949
1.65,62.5,-9.93544589264937
1.65,75,-11.0251952983408
1.65,87.5,-11.417995877303
1.65,100,-11.3304661834901
1.65,112.5,-10.8681397009271
1.65,125,-10.0901828272602
1.65,137.5,-9.03822037904673
1.65,150,-7.74902069413292
1.65,162.5,-6.25976359088841
1.65,175,-4.60999612524435
1.65,187.5,-2.84196424463138
1.65,200,-1.00019978936869
1.65,212.5,0.869294972805853
1.65,225,2.72001465459341
1.65,237.5,4.5060350890792
1.65,250,6.18309566267213
1.65,262.5,7.70967085300364
1.65,275,9.04798047967528
1.65,287.5,10.1649053019894
1.65,300,11.0328016498855
1.65,312.5,11.6301762944646
1.65,325,11.9422135699103
1.65,337.5,11.9611330897236
1.65,350,11.686386189155
1.65,362.5,11.1246626468029
1.65,375,10.2897276883343
1.65,387.5,9.20208196980743
1.65,400,7.88845140744491
1.65,412.5,6.38113321419729
1.65,425,4.71720191936293
1.65,437.5,2.93758512555185
1.65,450,1.086071779464
1.65,462.5,-0.791786172897876
1.65,475,-2.64977262922216
1.65,487.5,-4.44216985281902
1.65,500,-6.12486637278571
1.8,0,47.706
1.8,12.5,27.8030696403547
1.8,25,7.90013937679019
1.8,37.5,-1.68154507755962
1.8,50,-6.46632083410102
1.8,62.5,-8.96028663370046
1.8,75,-10.276641185662
1.8,87.5,-10.9069834481925
1.8,100,-11.0699752962907
1.8,112.5,-10.866807741449
1.8,125,-10.3501718528874
1.8,137.5,-9.55472812347406
1.8,150,-8.51039713797809
1.8,162.5,-7.2479492827116
1.8,175,-5.80108665725022
1.8,187.5,-4.20690026990893
1.8,200,-2.50554336689166
1.8,212.5,-0.739515211959724
1.8,225,1.04725424671018
1.8,237.5,2.81042182112291
1.8,250,4.50629407765986
1.8,262.5,6.09287883794239
1.8,275,7.53091046497835
1.8,287.5,8.78481103261569
1.8,300,9.8235601390673
1.8,312.5,10.6214517853229
1.8,325,11.1587300934064
1.8,337.5,11.4220682859636
1.8,350,11.404897643948
1.8,362.5,11.1075656259572
1.8,375,10.5373287816186
1.8,387.5,9.70816916559231
1.8,400,8.64045229402125
1.8,412.5,7.36042280043282
1.8,425,5.89955866755214
1.8,437.5,4.29379494196805
1.8,450,2.58263774070176
1.8,462.5,0.808192591145441
1.8,475,-0.985873433105932
1.8,487.5,-2.75540878982284
1.8,500,-4.45686267355433
1.95,0,54.2917
1.95,12.5,32.4434033441639
1.95,25,10.5950829551342
1.95,37.5,-0.0524836532239384
1.95,50,-5.48336850722425
1.95,62.5,-8.42849475493683
1.95,75,-10.1041230348651
1.95,87.5,-11.0469056507712
1.95,100,-11.493584567447
1.95,112.5,-11.550943078168
1.95,125,-11.2715336218366
1.95,137.5,-10.6873761767124
1.95,150,-9.82485275904323
1.95,162.5,-8.71113305485837
1.95,175,-7.37671893187332
1.95,187.5,-5.85617267123271
1.95,200,-4.18795527929767
1.95,212.5,-2.41380168027402
1.95,225,-0.577856824537708
1.95,237.5,1.27432624251332
1.95,250,3.09687450896831
1.95,262.5,4.84469840658322
1.95,275,6.47458506257786
1.95,287.5,7.94625064267618
1.95,300,9.2233343636556
1.95,312.5,10.2742784964646
1.95,325,11.0731115922207
1.95,337.5,11.6000792208927
1.95,350,11.8421336978117
1.95,362.5,11.7932505008559
1.95,375,11.4545775310483
1.95,387.5,10.8344024560637
1.95,400,9.94795062914441
1.95,412.5,8.81700984711765
1.95,425,7.46938830110772
1.95,437.5,5.93823844275972
1.95,450,4.26123175591317
1.95,462.5,2.47963479590632
1.95,475,0.637288948233261
1.95,487.5,-1.22045834715168
1.95,500,-3.04788312943049
2.1,0,54.1284
2.1,12.5,33.1512622125639
2.1,25,12.1741484970157
2.1,37.5,1.76778456652728
2.1,50,-3.66420614754829
2.1,62.5,-6.72341225409855
2.1,75,-8.57783355525903
2.1,87.5,-9.74342467268695
2.1,100,-10.4457859107134
2.1,112.5,-10.7837216685356
2.1,125,-10.802564990589
2.1,137.5,-10.5272174342118
2.1,150,-9.97676473786437
2.1,162.5,-9.17096233171785
2.1,175,-8.13295736441975
2.1,187.5,-6.89017439625092
2.1,200,-5.47432379614408
2.1,212.5,-3.92103511830593
2.1,225,-2.26904254718109
2.1,237.5,-0.559388808575033
2.1,250,1.16552399438475
2.1,262.5,2.86302224754842
2.1,275,4.49112206679105
2.1,287.5,6.0095859644441
2.1,300,7.38090790209802
2.1,312.5,8.57123658479736
2.1,325,9.55115939282799
2.1,337.5,10.2964903197458
2.1,350,10.7888082906195
2.1,362.5,11.0159571585854
2.1,375,10.97224093899
2.1,387.5,10.6587212870356
2.1,400,10.0830859917605
2.1,412.5,9.25947281226195
2.1,425,8.20814079888693
2.1,437.5,6.95495483657161
2.1,450,5.53073296648141
2.1,462.5,3.9705546697993
2.1,475,2.31279954717128
2.1,487.5,0.598268242138408
2.1,500,-1.13081432168365
2.25,0,62.5178
2.25,12.5,38.7048053820346
2.25,25,14.8918410641576
2.25,37.5,3.20196154283544
2.25,50,-2.91242514290025
2.25,62.5,-6.40572583549438
2.25,75,-8.5893232732514
2.25,87.5,-10.0373747214784
2.25,100,-10.9969119768941
2.25,112.5,-11.5722386047259
2.25,125,-11.8076524603072
2.25,137.5,-11.7243780491874
2.25,150,-11.3372547546428
2.25,162.5,-10.6620606037937
2.25,175,-9.71861992678917
2.25,187.5,-8.53193331801953
2.25,200,-7.13222394129796
2.25,212.5,-5.55460954092957
2.25,225,-3.83836567710648
2.25,237.5,-2.02609758130279
2.25,250,-0.162681959408953
2.25,262.5,1.70580603361866
2.25,275,3.53319658724837
2.25,287.5,5.27436659864291
2.25,300,6.886335085062
2.25,312.5,8.3293197238407
2.25,325,9.56772095689449
2.25,337.5,10.5710038666838
2.25,350,11.3143706934132
2.25,362.5,11.7794384615359
2.25,375,11.9547777149257
2.25,387.5,11.8360171823702
2.25,400,11.4260558736622
2.25,412.5,10.7349611399829
2.25,425,9.77972785630014
2.25,437.5,8.58388361469391
2.25,450,7.1768320997778
2.25,462.5,5.59319990171148
2.25,475,3.87195332974261
2.25,487.5,2.05548130118928
2.25,500,0.188500435140859
2.4,0,60.6376
2.4,12.5,38.1992578174821
2.4,25,15.760873625785
2.4,37.5,4.64743933924985
2.4,50,-1.23587756738319
2.4,62.5,-4.67536074446227
2.4,75,-6.91070655435949
2.4,87.5,-8.48252244124905
2.4,100,-9.62012109305915
2.4,112.5,-10.4165011912044
2.4,125,-10.9070264457556
2.4,137.5,-11.1048326685719
2.4,150,-11.0167809652925
2.4,162.5,-10.650620315805
2.4,175,-10.0181092032121
2.4,187.5,-9.13623228038244
2.4,200,-8.02747864479946
2.4,212.5,-6.71960496083575
2.4,225,-5.24510658479073
2.4,237.5,-3.6404928153842
2.4,250,-1.94542093577184
2.4,262.5,-0.201741642017024
2.4,275,1.54752025095639
2.4,287.5,3.25921829676805
2.4,300,4.89114515104002
2.4,312.5,6.40306657660909
2.4,325,7.7577113217836
2.4,337.5,8.92168688776085
2.4,350,9.86630084262989
2.4,362.5,10.5682657604714
2.4,375,11.0102740971728
2.4,387.5,11.1814196729077
2.4,400,11.0774707168628
2.4,412.5,10.7009696900969
2.4,425,10.0611725933459
2.4,437.5,9.17381961549378
2.4,450,8.06074881841294
2.4,462.5,6.74935636248409
2.4,475,5.27192270707816
2.4,487.5,3.66481900261553
2.4,500,1.96760882669625
2.55,0,61.8183
2.55,12.5,39.481013563596
2.55,25,17.1437519562345
2.55,37.5,6.09372953646711
2.55,50,0.198137769014305
2.55,62.5,-3.31945788571632
2.55,75,-5.68735148571272
2.55,87.5,-7.43585811328369
2.55,100,-8.78495570456252
2.55,112.5,-9.82550685138774
2.55,125,-10.5612305446558
2.55,137.5,-11.0263347828739
2.55,150,-11.2071947702329
2.55,162.5,-11.1059599887041
2.55,175,-10.7358896450274
2.55,187.5,-10.0839374955246
2.55,200,-9.18780079357658
2.55,212.5,-8.06384309553561
2.55,225,-6.74002073172913
2.55,237.5,-5.24913816364356
2.55,250,-3.62806873095264
2.55,262.5,-1.91686339353838
2.55,275,-0.157766032955364
2.55,287.5,1.60581165567155
2.55,300,3.33037009806862
2.55,312.5,4.97337565734158
2.55,325,6.49431713711353
2.55,337.5,7.85568797888961
2.55,350,9.02392740523479
2.55,362.5,9.97482319150532
2.55,375,10.6696821206943
2.55,387.5,11.1062775910993
2.55,400,11.2720384760935
2.55,412.5,11.1611201923722
2.55,425,10.7801383970545
2.55,437.5,10.123176907744
2.55,450,9.22175376627948
2.55,462.5,8.09336759040952
2.55,475,6.76579021031258
2.55,487.5,5.27169879026502
2.55,500,3.64787471158095
2.7,0,57.2976
2.7,12.5,37.68889546554
2.7,25,18.0802291818697
2.7,37.5,8.0088026553098
2.7,50,2.39317945668925
2.7,62.5,-1.13622405494336
2.7,75,-3.64844335086932
2.7,87.5,-5.61144855123406
2.7,100,-7.22004336846684
2.7,112.5,-8.54684455312697
2.7,125,-9.61152015145797
2.7,137.5,-10.4126567971236
2.7,150,-10.9425551143631
2.7,162.5,-11.1942028836415
2.7,175,-11.1645640980491
2.7,187.5,-10.8561275159207
2.7,200,-10.2775270614796
2.7,212.5,-9.44367191797772
2.7,225,-8.3755359217777
2.7,237.5,-7.09974270654561
2.7,250,-5.64794088581124
2.7,262.5,-4.05606064322836
2.7,275,-2.36344432206939
2.7,287.5,-0.611885048967616
2.7,300,1.1553937374281
2.7,312.5,2.89479723652869
2.7,325,4.56343047947917
2.7,337.5,6.12015039228168
2.7,350,7.52657787160252
2.7,362.5,8.74804247299821
2.7,375,9.75443172007424
2.7,387.5,10.5209339092716
2.7,400,11.028649410986
2.7,412.5,11.2650521995037
2.7,425,11.2242995070266
2.7,437.5,10.9073787789992
2.7,450,10.3220724781907
2.7,462.5,9.48278110843554
2.7,475,8.41015750186549
2.7,487.5,7.13059571057887
2.7,500,5.67559806046602
2.85,0,57.6017
2.85,12.5,38.2905527830098
2.85,25,18.9793965341925
2.85,37.5,9.12836407861592
2.85,50,3.62329512913979
2.85,62.5,0.116083067171653
2.85,75,-2.44249240151059
2.85,87.5,-4.50572847712471
2.85,100,-6.25731794103512
2.85,112.5,-7.76089586710788
2.85,125,-9.02834490495746
2.85,137.5,-10.0510992254028
2.85,150,-10.814641907458
2.85,162.5,-11.3053308577761
2.85,175,-11.5136776355768
2.85,187.5,-11.4359267171579
2.85,200,-11.0747693220793
2.85,212.5,-10.4395709749747
2.85,225,-9.54628021835707
2.85,237.5,-8.41710721084462
2.85,250,-7.08001195145862
2.85,262.5,-5.56803666718305
2.85,275,-3.9185036813115
2.85,287.5,-2.17210288299855
2.85,300,-0.371895898450734
2.85,312.5,1.43774166341833
2.85,325,3.21221112100426
2.85,337.5,4.9077854521118
2.85,350,6.48268659411124
2.85,362.5,7.89811111201504
2.85,375,9.11918753314992
2.85,387.5,10.1158314422721
2.85,400,10.8634879644143
2.85,412.5,11.3437346412316
2.85,425,11.5447354100469
2.85,437.5,11.4615322704481
2.85,450,11.0961651681171
2.85,462.5,10.4576242714693
2.85,475,9.56162621896442
2.85,487.5,8.43022823190752
2.85,500,7.09128444002884
3,0,54.9439
3,12.5,37.0224519876347
3,25,19.1010470779968
3,37.5,9.89872107934552
3,50,4.71087447011805
3,62.5,1.34978148911554
3,75,-1.16265065730426
3,87.5,-3.2465311354275
3,100,-5.06882248203259
3,112.5,-6.68344932215933
3,125,-8.0954289794979
3,137.5,-9.29035276122372
3,150,-10.2481080110497
3,162.5,-10.949412007646
3,175,-11.3790109354937
3,187.5,-11.52729535027
3,200,-11.3910934834527
3,212.5,-10.9740087313394
3,225,-10.2864480745035
3,237.5,-9.34542183087035
3,250,-8.17415181082
3,262.5,-6.8015116178947
3,275,-5.26132280631417
3,287.5,-3.59152638976967
3,300,-1.83325030431744
3,312.5,-0.0297980994356054
3,325,1.77441639194664
3,337.5,3.53496326408332
3,350,5.20848610158884
3,362.5,6.75377548675018
3,375,8.13277807096577
3,387.5,9.31153608602377
3,400,10.2610226691974
3,412.5,10.9578574476153
3,425,11.3848805312397
3,437.5,11.5315754128836
3,450,11.3943294904269
3,462.5,10.9765213747437
3,475,10.2884378903515
3,487.5,9.34702141520434
3,500,8.17545185977726
3.15,0,47.1893
3.15,12.5,32.7591666310199
3.15,25,18.3290299474588
3.15,37.5,10.7573599559108
3.15,50,6.32326178313765
3.15,62.5,3.29907690476646
3.15,75,0.912540470055347
3.15,87.5,-1.16570631433158
3.15,100,-3.06224315996649
3.15,112.5,-4.81192797636029
3.15,125,-6.40924259545529
3.15,137.5,-7.83227316771341
3.15,150,-9.05414252873352
3.15,162.5,-10.0486538679103
3.15,175,-10.7932174610036
3.15,187.5,-11.2704630748219
3.15,200,-11.469153323712
3.15,212.5,-11.3846889331963
3.15,225,-11.0193294413398
3.15,237.5,-10.3821902507899
3.15,250,-9.48904372458769
3.15,262.5,-8.36194516139917
3.15,275,-7.02869553239491
3.15,287.5,-5.52216300224312
3.15,300,-3.87947351534838
3.15,312.5,-2.14110354628793
3.15,325,-0.349877008317986
3.15,337.5,1.45008072242634
3.15,350,3.21443395055216
3.15,362.5,4.89972482332169
3.15,375,6.46444575895348
3.15,387.5,7.87005653536469
3.15,400,9.08193895322838
3.15,412.5,10.0702449418146
3.15,425,10.810632351741
3.15,437.5,11.2848648338198
3.15,450,11.4812595752423
3.15,462.5,11.3949770842648
3.15,475,11.0281368274872
3.15,487.5,10.3897688198862
3.15,500,9.49558861470713
3.3,0,40.2704
3.3,12.5,28.4724785917431
3.3,25,16.6745243781877
3.3,37.5,10.5583842392504
3.3,50,6.94958888521409
3.3,62.5,4.41377417752592
3.3,75,2.32440543546803
3.3,87.5,0.423966292670654
3.3,100,-1.37840959881692
3.3,112.5,-3.10103389935346
3.3,125,-4.72429080702001
3.3,137.5,-6.22085402980047
3.3,150,-7.56309384193898
3.3,162.5,-8.71660078034724
3.3,175,-9.65488351018283
3.3,187.5,-10.3549844352205
3.3,200,-10.7998845055852
3.3,212.5,-10.9786902686607
