"$r [deg]","Time [ms]","InducedVoltage(int) [mV]"
1.8,0.1875,-4.91962210748964
1.8,0.25,-21.3062530822089
1.8,0.3125,-30.6878727034758
1.8,0.375,-37.5125794974866
1.8,0.4375,-42.7495743944407
1.8,0.5,-46.6166575490799
1.8,0.5625,-49.1553889181134
1.8,0.625,-50.3697439465055
1.8,0.6875,-50.2668336897158
1.8,0.75,-48.8716487139896
1.8,0.8125,-46.2329525437911
1.8,0.875,-42.4254139024232
1.8,0.9375,-37.5495494037541
1.8,1,-31.7302867601962
1.8,1.0625,-25.1145161744467
1.8,1.125,-17.8678668734633
1.8,1.1875,-10.17088357311
1.8,1.25,-2.21475049485371
1.8,1.3125,5.80330030641155
1.8,1.375,13.6847596726938
1.8,1.4375,21.2346771731375
1.8,1.5,28.266438158632
1.8,1.5625,34.6062935472068
1.8,1.625,40.0976083389295
1.8,1.6875,44.6047355402668
1.8,1.75,48.0163290497682
1.8,1.8125,50.2480581774428
1.8,1.875,51.2447019581868
1.8,1.9375,50.9814847476031
1.8,2,49.4646982996602
1.8,2.0625,46.7315017325245
1.8,2.125,42.8490393248586
1.8,2.1875,37.9127733241683
1.8,2.25,32.0441303278711
1.8,2.3125,25.3875092045255
1.8,2.375,18.1067236058965
1.8,2.4375,10.3809667652799
1.8,2.5,2.40039764761911
2.1,0,404.44
2.1,0.0625,218.969908698379
2.1,0.125,33.4998290310527
2.1,0.1875,-11.736481065817
2.1,0.25,-27.99250965988
2.1,0.3125,-36.9388200302395
2.1,0.375,-43.0656404880578
2.1,0.4375,-47.4007092916159
2.1,0.5,-50.2117505915068
2.1,0.5625,-51.5830382496827
2.1,0.625,-51.5571036706967
2.1,0.6875,-50.1773268774151
2.1,0.75,-47.5034582943758
2.1,0.8125,-43.6176976601912
2.1,0.875,-38.6265352253193
2.1,0.9375,-32.6602605091774
2.1,1,-25.8709901179719
2.1,1.0625,-18.4296671146334
2.1,1.125,-10.5223158334449
2.1,1.1875,-2.3457587386502
2.1,1.25,5.89703446577695
2.1,1.3125,14.0018128786326
2.1,1.375,21.7679830332584
2.1,1.4375,29.0034844466897
2.1,1.5,35.5294731809465
2.1,1.5625,41.1846922024092
2.1,1.625,45.8294176303129
2.1,1.6875,49.34888050972
2.1,1.75,51.6560786872805
2.1,1.8125,52.6939082889525
2.1,1.875,52.4365612912842
2.1,1.9375,50.8901541017704
2.1,2,48.0925717785947
2.1,2.0625,44.1125307118535
2.1,2.125,39.0478830996027
2.1,2.1875,33.0232047483512
2.1,2.25,26.1867249756856
2.1,2.3125,18.70667505869
2.1,2.375,10.7671437831167
2.1,2.4375,2.56354352460848
2.1,2.5,-5.70220282283199
2.4,0,392.268
2.4,0.0625,207.66668277601
2.4,0.125,23.0652251830656
2.4,0.1875,-20.4902983041195
2.4,0.25,-35.4305825363268
2.4,0.3125,-43.1731096549186
2.4,0.375,-48.0706030832155
2.4,0.4375,-51.1133129138841
2.4,0.5,-52.5723029312293
2.4,0.5625,-52.5515654675011
2.4,0.625,-51.1206592625136
2.4,0.6875,-48.3533978083189
2.4,0.75,-44.3411965487408
2.4,0.8125,-39.1976735783191
2.4,0.875,-33.0593320069522
2.4,0.9375,-26.0840994980588
2.4,1,-18.4485479566117
2.4,1.0625,-10.3442086808304
2.4,1.125,-1.97326973569532
2.4,1.1875,6.45613667032307
2.4,1.25,14.7348797767014
2.4,1.3125,22.6578758397034
2.4,1.375,30.029031230618
2.4,1.4375,36.6660326838005
2.4,1.5,42.4047862477445
2.4,1.5625,47.103425445845
2.4,1.625,50.6457844396919
2.4,1.6875,52.9442402993325
2.4,1.75,53.9418573837316
2.4,1.8125,53.6137776733396
2.4,1.875,51.9678243203243
2.4,1.9375,49.0443090593565
2.4,2,44.9150229089502
2.4,2.0625,39.6814727808139
2.4,2.125,33.4723784459807
2.4,2.1875,26.4404937008558
2.4,2.25,18.7588479903001
2.4,2.3125,10.6164830020896
2.4,2.375,2.21379583317046
2.4,2.4375,-6.24239677700491
2.4,2.5,-14.543948436173
2.7,0,354.856
2.7,0.0625,183.743504873341
2.7,0.125,12.6313896309724
2.7,0.1875,-28.1765795158589
2.7,0.25,-41.9771120753448
2.7,0.3125,-48.6435758149039
2.7,0.375,-52.3213464300235
2.7,0.4375,-54.0133985124095
2.7,0.5,-54.0324192626634
2.7,0.5625,-52.5245575094335
2.7,0.625,-49.5996150630189
2.7,0.6875,-45.3700422705559
2.7,0.75,-39.9642200760774
2.7,0.8125,-33.5307152466155
2.7,0.875,-26.2383737305271
2.7,0.9375,-18.2738396906578
2.7,1,-9.83838148250235
2.7,1.0625,-1.14353239140299
2.7,1.125,7.59369831068621
2.7,1.1875,16.1558819114561
2.7,1.25,24.3303302282706
2.7,1.3125,31.9144748651091
2.7,1.375,38.7202926469599
2.7,1.4375,44.5792387136916
2.7,1.5,49.3462122908819
2.7,1.5625,52.9031329681754
2.7,1.625,55.161829828989
2.7,1.6875,56.0661820110735
2.7,1.75,55.5934887498374
2.7,1.8125,53.7550017002716
2.7,1.875,50.5956777359027
2.7,1.9375,46.1930270746667
2.7,2,40.655165344799
2.7,2.0625,34.1182461862535
2.7,2.125,26.7431535701512
2.7,2.1875,18.7112400568266
2.7,2.25,10.2201277125159
2.7,2.3125,1.47876198264166
2.7,2.375,-7.29773475208623
2.7,2.4375,-15.8933395663708
2.7,2.5,-24.0964443878331
3,0,305.229
3,0.0625,154.499566237725
3,0.125,3.77013147181938
3,0.1875,-32.0057424427605
3,0.25,-43.9279694976279
3,0.3125,-49.3862503928554
3,0.375,-51.9914634230495
3,0.4375,-52.6396915740428
3,0.5,-51.6392721965149
3,0.5625,-49.157525899134
3,0.625,-45.3305420337827
3,0.6875,-40.2961876226785
3,0.75,-34.2054561314651
3,0.8125,-27.2258307366938
3,0.875,-19.5409313825194
3,0.9375,-11.3481293926848
3,1,-2.85495315740646
3,1.0625,5.72524441947521
3,1.125,14.1780468842769
3,1.1875,22.2929330641068
3,1.25,29.8682464391034
3,1.3125,36.7160142114348
3,1.375,42.6664735172229
3,1.4375,47.5721795164721
3,1.5,51.3115838675099
3,1.5625,53.7919880085088
3,1.625,54.9517980499253
3,1.6875,54.7620201294596
3,1.75,53.2269577014696
3,1.8125,50.3840928424948
3,1.875,46.3031544562309
3,1.9375,41.0843920991578
3,2,34.8561035672824
3,2.0625,27.7714683708184
3,2.125,20.0047738356893
3,2.1875,11.7471197452799
3,2.25,3.20171041599961
3,2.3125,-5.42115115240112
3,2.375,-13.9092433346639
3,2.4375,-22.0536530050154
3,2.5,-29.6539208921545
3.3,0,254.961
3.3,0.0625,124.83738079002
3.3,0.125,-5.28608096570256
3.3,0.1875,-35.8023083082809
3.3,0.25,-45.5323288797432
3.3,0.3125,-49.5076442344246
3.3,0.375,-50.8567606285592
3.3,0.4375,-50.3691680072424
3.3,0.5,-48.3330756631114
3.3,0.5625,-44.9200956219763
3.3,0.625,-40.2785338755613
3.3,0.6875,-34.5605117828405
3.3,0.75,-27.9305849701229
3.3,0.8125,-20.5676247369289
3.3,0.875,-12.6635848963446
3.3,0.9375,-4.42058815524086
3.3,1,3.95296762520771
3.3,1.0625,12.2468697027277
3.3,1.125,20.2538384471438
3.3,1.1875,27.774349016131
3.3,1.25,34.6213575360535
3.3,1.3125,40.6247749124113
3.3,1.375,45.635565849694
3.3,1.4375,49.52935242425
3.3,1.5,52.2094296094697
3.3,1.5625,53.6091109018829
3.3,1.625,53.6933445623079
3.3,1.6875,52.4595558654017
3.3,1.75,49.9376950434414
3.3,1.8125,46.1894875730929
3.3,1.875,41.3069042228859
3.3,1.9375,35.409889119344
3.3,2,28.6433992350979
3.3,2.0625,21.1738308678555
3.3,2.125,13.1849169704171
3.3,2.1875,4.87320075268424
3.3,2.25,-3.55680805519545
3.3,2.3125,-11.897670156805
3.3,2.375,-19.9441278211678
3.3,2.4375,-27.4981598341274
3.3,2.5,-34.3738593112187
3.6,0,197.53
3.6,0.0625,90.8821559105669
3.6,0.125,-15.7660297805598
3.6,0.1875,-40.2698719670932
3.6,0.25,-47.3848806952855
3.6,0.3125,-49.527132796133
3.6,0.375,-49.3078975878177
3.6,0.4375,-47.4084736585555
3.6,0.5,-44.0991580736698
3.6,0.5625,-39.5577984253819
3.6,0.625,-33.9463206350169
3.6,0.6875,-27.4320454859724
3.6,0.75,-20.1936521486324
3.6,0.8125,-12.4213577948022
3.6,0.875,-4.31475131414696
3.6,0.9375,3.92070206024081
3.6,1,12.0779357505586
3.6,1.0625,19.9528732084048
3.6,1.125,27.3491327059538
3.6,1.1875,34.0826525801636
3.6,1.25,39.9860823465723
3.6,1.3125,44.9128054455222
3.6,1.375,48.7404779251735
3.6,1.4375,51.3739746774188
3.6,1.5,52.7477961604027
3.6,1.5625,52.8274756352407
3.6,1.625,51.610514604155
3.6,1.6875,49.1264537448761
3.6,1.75,45.4360724731938
3.6,1.8125,40.6299151305236
3.6,1.875,34.8260197828646
3.6,1.9375,28.1670457739497
3.6,2,20.8167745934942
3.6,2.0625,12.9559805471614
3.6,2.125,4.77803301288359
3.6,2.1875,-3.51584812130902
3.6,2.25,-11.7215767407695
3.6,2.3125,-19.6372238111237
3.6,2.375,-27.0679904021865
3.6,2.4375,-33.8310060079812
3.6,2.5,-39.7598324876436
3.9,0,127.798
3.9,0.0625,50.6025723926889
3.9,0.125,-26.593232102145
3.9,0.1875,-43.2901378816486
3.9,0.25,-47.2582190506173
3.9,0.3125,-47.4305218264923
3.9,0.375,-45.6494973097795
3.9,0.4375,-42.4133232143606
3.9,0.5,-37.95141694167
3.9,0.5625,-32.4401631068024
3.9,0.625,-26.0514380129782
3.9,0.6875,-18.9645714067618
3.9,0.75,-11.3683978036812
3.9,0.8125,-3.45973906529988
3.9,0.875,4.55974328000092
3.9,0.9375,12.4875267672862
3.9,1,20.1246148536456
3.9,1.0625,27.2800559803459
3.9,1.125,33.7753966342188
3.9,1.1875,39.4489069556477
3.9,1.25,44.1594462547881
3.9,1.3125,47.7898549773184
3.9,1.375,50.2497791950748
3.9,1.4375,51.4778505611303
3.9,1.5,51.4431636710377
3.9,1.5625,50.1460116518976
3.9,1.625,47.6178586184548
3.9,1.6875,43.9205497615156
3.9,1.75,39.1447756986395
3.9,1.8125,33.4078303575551
3.9,1.875,26.8507148224677
3.9,1.9375,19.6346587103631
3.9,2,11.9371449672855
3.9,2.0625,3.94753584689943
3.9,2.125,-4.13759355403234
3.9,2.1875,-12.1192984965498
3.9,2.25,-19.8011658140019
3.9,2.3125,-26.9941522673606
3.9,2.375,-33.5212409753908
3.9,2.4375,-39.2218016898018
3.9,2.5,-43.9555473840149
4.2,0,43.4954
4.2,0.0625,4.67382727914511
4.2,0.125,-34.1477819744924
4.2,0.1875,-42.939315029013
4.2,0.25,-44.4231565747604
4.2,0.3125,-43.1067772755175
4.2,0.375,-40.0962319959914
4.2,0.4375,-35.7947515125599
4.2,0.5,-30.4405842480162
4.2,0.5625,-24.2304450599683
4.2,0.625,-17.3530949234553
4.2,0.6875,-9.99920339519132
4.2,0.75,-2.36322640859155
4.2,0.8125,5.35804538619904
4.2,0.875,12.9685156233325
4.2,0.9375,20.2765732588751
4.2,1,27.0991957216756
4.2,1.0625,33.2660794858115
4.2,1.125,38.6235966661584
4.2,1.1875,43.0384247968969
4.2,1.25,46.4007279635874
4.2,1.3125,48.6267921918694
4.2,1.375,49.6610384876039
4.2,1.4375,49.4773569465593
4.2,1.5,48.0797245019392
4.2,1.5625,45.5020882029488
4.2,1.625,41.8075150771498
4.2,1.6875,37.0866281391645
4.2,1.75,31.4553662329003
4.2,1.8125,25.0521222722434
4.2,1.875,18.0343299287719
4.2,1.9375,10.5745824488237
4.2,2,2.85637906673907
4.2,2.0625,-4.93039658474708
4.2,2.125,-12.5941546816254
4.2,2.1875,-19.9463190781197
4.2,2.25,-26.805972550898
4.2,2.3125,-33.004313287141
4.2,2.375,-38.3888127325631
4.2,2.4375,-42.8269725526705
4.2,2.5,-46.209588293493
4.5,0,-23.3739
4.5,0.0625,-33.0440554355889
4.5,0.125,-42.7142392331175
4.5,0.1875,-43.8269712073792
4.5,0.25,-42.216532072499
4.5,0.3125,-39.0071640391434
4.5,0.375,-34.5749311789236
4.5,0.4375,-29.1469949976776
4.5,0.5,-22.9148654802879
4.5,0.5625,-16.0632145629342
4.5,0.625,-8.77856592492035
4.5,0.6875,-1.25095557658856
4.5,0.75,6.32756468430245
4.5,0.8125,13.7659748824349
4.5,0.875,20.8780762214698
4.5,0.9375,27.4865622053
4.5,1,33.4270865306382
4.5,1.0625,38.5521297288272
4.5,1.125,42.7345183465035
4.5,1.1875,45.8704828575149
4.5,1.25,47.8821629769498
4.5,1.3125,48.7194900706087
4.5,1.375,48.3613954024621
4.5,1.4375,46.8163107439618
4.5,1.5,44.1219476220269
4.5,1.5625,40.3443584002836
4.5,1.625,35.5763024178369
4.5,1.6875,29.9349559670038
4.5,1.75,23.5590224986076
4.5,1.8125,16.6053135923098
4.5,1.875,9.24488500917206
4.5,1.9375,1.65882236991297
4.5,2,-5.96621970880154
4.5,2.0625,-13.4426150353133
4.5,2.125,-20.5863873097746
4.5,2.1875,-27.2217410652065
4.5,2.25,-33.1853914684582
4.5,2.3125,-38.3305856539245
4.5,2.375,-42.5307168846892
4.5,2.4375,-45.6824426563186
4.5,2.5,-47.7082300385335
4.8,0,-90.5815
4.8,0.0625,-70.2916723936289
4.8,0.125,-50.0018339873347
4.8,0.1875,-44.2957951666099
4.8,0.25,-40.333966204112
4.8,0.3125,-35.7521304028296
4.8,0.375,-30.2516483189518
4.8,0.4375,-23.9280225187157
4.8,0.5,-16.952280565314
4.8,0.5625,-9.51288743953688
4.8,0.625,-1.80481816493538
4.8,0.6875,5.97428041536298
4.8,0.75,13.6274625715889
4.8,0.8125,20.9624064113891
4.8,0.875,27.79567896393
4.8,0.9375,33.9568352679526
4.8,1,39.2924167192825
4.8,1.0625,43.669620872949
4.8,1.125,46.9794901059355
4.8,1.1875,49.1395431909427
4.8,1.25,50.0957811426596
4.8,1.3125,49.8239349635185
4.8,1.375,48.3301099106879
4.8,1.4375,45.6505580823092
4.8,1.5,41.8508072380039
4.8,1.5625,37.0240005688484
4.8,1.625,31.2887136048491
4.8,1.6875,24.7858824132686
4.8,1.75,17.6753472112444
4.8,1.8125,10.1319204004618
4.8,1.875,2.34117321212921
4.8,1.9375,-5.5052765459966
4.8,2,-13.2143477182921
4.8,2.0625,-20.5963295873447
4.8,2.125,-27.4695971422603
4.8,2.1875,-33.6650375015559
4.8,2.25,-39.0302032960379
4.8,2.3125,-43.4330778094816
4.8,2.375,-46.7653295971108
4.8,2.4375,-48.944987342779
4.8,2.5,-49.9184685521542
5.1,0,-165.799
5.1,0.0625,-112.701365670372
5.1,0.125,-59.6032949477033
5.1,0.1875,-45.5677369075422
5.1,0.25,-38.2667790999177
5.1,0.3125,-31.5940911838381
5.1,0.375,-24.4869512767318
5.1,0.4375,-16.8660138562232
5.1,0.5,-8.85813224491645
5.1,0.5625,-0.641693926837171
5.1,0.625,7.58877799470902
5.1,0.6875,15.6345370448512
5.1,0.75,23.299551369716
5.1,0.8125,30.3961422283234
5.1,0.875,36.7500105020794
5.1,0.9375,42.2047760722431
5.1,1,46.6259722240449
5.1,1.0625,49.9044569900037
5.1,1.125,51.9591606530132
5.1,1.1875,52.7391210443111
5.1,1.25,52.2247618886674
5.1,1.3125,50.4283909822757
5.1,1.375,47.3939017678278
5.1,1.4375,43.1957054439987
5.1,1.5,37.9368864340828
5.1,1.5625,31.7466730937583
5.1,1.625,24.7772524075757
5.1,1.6875,17.2000214174531
5.1,1.75,9.20136476943939
5.1,1.8125,0.978062978196771
5.1,1.875,-7.26755449438138
5.1,1.9375,-15.3325949003521
5.1,2,-23.0185932374289
5.1,2.0625,-30.1364088555735
5.1,2.125,-36.510879079045
5.1,2.1875,-41.9851365553056
5.1,2.25,-46.4244711421261
5.1,2.3125,-49.7196478534724
5.1,2.375,-51.7895977822623
5.1,2.4375,-52.5834150124134
5.1,2.5,-52.0816100683291
5.4,0,-230.28
5.4,0.0625,-148.267976947323
5.4,0.125,-66.2563270790822
5.4,0.1875,-45.2231678850493
5.4,0.25,-35.2930291125414
5.4,0.3125,-27.0677946139673
5.4,0.375,-18.814655993022
5.4,0.4375,-10.303352980822
5.4,0.5,-1.62436464202023
5.4,0.5625,7.05174333308183
5.4,0.625,15.5313115716578
5.4,0.6875,23.6162853253968
5.4,0.75,31.1137851469203
5.4,0.8125,37.8429113864641
5.4,0.875,43.6401891602066
5.4,0.9375,48.3641638806509
5.4,1,51.8992433594957
5.4,1.0625,54.1587694944667
5.4,1.125,55.0872705939014
5.4,1.1875,54.6618972554314
5.4,1.25,52.8930876274685
5.4,1.3125,49.8242879659642
5.4,1.375,45.5309569436682
5.4,1.4375,40.1186649834189
5.4,1.5,33.7205378041677
5.4,1.5625,26.4939803490432
5.4,1.625,18.6168017777654
5.4,1.6875,10.2828388788627
5.4,1.75,1.69718399919923
5.4,1.8125,-6.92886471203078
5.4,1.875,-15.3830063278896
5.4,1.9375,-23.4571627662844
5.4,2,-30.9525989205688
5.4,2.0625,-37.6848399755382
5.4,2.125,-43.488204842972
5.4,2.1875,-48.2198577606362
5.4,2.25,-51.7633371785108
5.4,2.3125,-54.0314497095239
5.4,2.375,-54.9683976705384
5.4,2.4375,-54.551139012205
5.4,2.5,-52.79001034331
5.7,0,-296.579
5.7,0.0625,-184.289234378212
5.7,0.125,-71.9992575918386
5.7,0.1875,-43.6826751853457
5.7,0.25,-31.1869970935932
5.7,0.3125,-21.556960655495
5.7,0.375,-12.3271771344405
5.7,0.4375,-3.10091896027677
5.7,0.5,6.07265709010545
5.7,0.5625,15.0331289783795
5.7,0.625,23.5894373094746
5.7,0.6875,31.5460273591233
5.7,0.75,38.7152565691134
5.7,0.8125,44.925305608266
5.7,0.875,50.0260070767712
5.7,0.9375,53.8933916735922
5.7,1,56.4332171362722
5.7,1.0625,57.5835442141692
5.7,1.125,57.316415258162
5.7,1.1875,55.63863122072
5.7,1.25,52.5916337796713
5.7,1.3125,48.2505285349921
5.7,1.375,42.7222454350471
5.7,1.4375,36.1429232545815
5.7,1.5,28.67456055538
5.7,1.5625,20.5010380160683
5.7,1.625,11.8235923222561
5.7,1.6875,2.85586387601945
5.7,1.75,-6.18136230338436
5.7,1.8125,-15.065591646108
5.7,1.875,-23.5780973013805
5.7,1.9375,-31.5093054465923
5.7,2,-38.6639522659599
5.7,2.0625,-44.8659052123857
5.7,2.125,-49.9624838223205
5.7,2.1875,-53.8282178935799
5.7,2.25,-56.3679504128639
5.7,2.3125,-57.5191715744527
5.7,2.375,-57.2535608340738
5.7,2.4375,-55.5776832759464
5.7,2.5,-52.5328243134254
6,0,-343.888
6,0.0625,-208.104640638712
6,0.125,-72.3210990475548
6,0.1875,-38.4683334353876
6,0.25,-24.2686580312928
6,0.3125,-13.929039414974
6,0.375,-4.38789637528222
6,0.4375,4.88546899471399
6,0.5,13.8779907441497
6,0.5625,22.4457735554317
6,0.625,30.4126233833494
6,0.6875,37.6004729075794
6,0.75,43.8426784775497
6,0.8125,48.9918345008803
6,0.875,52.925177442051
6,0.9375,55.5485359840958
6,1,56.7991626523227
6,1.0625,56.6475759010353
6,1.125,55.0984647632246
6,1.1875,52.1906846593826
6,1.25,47.9963722383029
6,1.3125,42.6192166886389
6,1.375,36.1919392580116
6,1.4375,28.873047992053
6,1.5,20.8429512190136
6,1.5625,12.2995274776201
6,1.625,3.45326219419094
6,1.6875,-5.47792834845387
6,1.75,-14.2740575105388
6,1.8125,-22.7184805776579
6,1.875,-30.603226571742
6,1.9375,-37.7341159811268
6,2,-43.935540503886
