"$r [deg]","Time [us]","InducedVoltage(int) [mV]"
3.9,375,-72.5962196181902
3.9,387.5,-60.3634347900305
3.9,400,-46.6515350190952
3.9,412.5,-31.7976147499464
3.9,425,-16.1669443468598
3.9,437.5,-0.14396842746737
3.9,450,15.8771664556357
3.9,462.5,31.5023222686292
3.9,475,46.3470788105505
3.9,487.5,60.0462033236097
3.9,500,72.2626469913573
4.2,0,-316.956
4.2,12.5,-173.567779416997
4.2,25,-30.1793684423143
4.2,37.5,35.8181451425247
4.2,50,67.2835553960491
4.2,62.5,82.5361064796548
4.2,75,89.3212959283379
4.2,87.5,91.0682560710366
4.2,100,89.1822570533682
4.2,112.5,84.4046386030243
4.2,125,77.1813139830371
4.2,137.5,67.8380190010647
4.2,150,56.68330459656
4.2,162.5,44.0338914520004
4.2,175,30.2259530438313
4.2,187.5,15.6140106838093
4.2,200,0.597826268443471
4.2,212.5,-14.5497943477698
4.2,225,-29.2791107092613
4.2,237.5,-43.3515069599497
4.2,250,-56.3802980981333
4.2,262.5,-68.0417266817101
4.2,275,-78.0461958716702
4.2,287.5,-86.1453062192966
4.2,300,-92.1378899200326
4.2,312.5,-95.8749064161796
4.2,325,-97.2442292744405
4.2,337.5,-96.2517653799898
4.2,350,-92.9247352178282
4.2,362.5,-87.2804173265907
4.2,375,-79.5067479924493
4.2,387.5,-69.7798108855351
4.2,400,-58.3423693377819
4.2,412.5,-45.4743006899769
4.2,425,-31.4915965024447
4.2,437.5,-16.7366219433649
4.2,450,-1.59660827906728
4.2,462.5,13.641255500882
4.2,475,28.4623879751939
4.2,487.5,42.6091309333271
4.2,500,55.7026258231232
4.5,0,-388.779
4.5,12.5,-224.863569958428
4.5,25,-60.9479080363698
4.5,37.5,15.9868531710118
4.5,50,54.0869355726479
4.5,62.5,74.1104213981911
4.5,75,84.9007749965058
4.5,87.5,90.2366082488979
4.5,100,91.7620847562302
4.5,112.5,90.2352518167397
4.5,125,86.0608912902927
4.5,137.5,79.5183897339104
4.5,150,70.8585838523444
4.5,162.5,60.3435253064514
4.5,175,48.2608052399481
4.5,187.5,34.9261379331513
4.5,200,20.6802498763891
4.5,212.5,5.88284704231465
4.5,225,-9.09498429628965
4.5,237.5,-23.879200348495
4.5,250,-38.1015791757128
4.5,262.5,-51.4085110671978
4.5,275,-63.4695198158602
4.5,287.5,-73.9852692445075
4.5,300,-82.6948388926921
4.5,312.5,-89.3820772794584
4.5,325,-93.8808707486337
4.5,337.5,-96.0791900748674
4.5,350,-95.9218170961201
4.5,362.5,-93.4116770159316
4.5,375,-88.6097449238281
4.5,387.5,-81.6335266528292
4.5,400,-72.6541511824695
4.5,412.5,-61.8921452132313
4.5,425,-49.6119922960914
4.5,437.5,-36.1156125822025
4.5,450,-21.7349215590266
4.5,462.5,-6.82365058519097
4.5,475,8.25136768366224
4.5,487.5,23.1192364561321
4.5,500,37.4141315195521
4.8,0,-452.145
4.8,12.5,-269.096557132194
4.8,25,-86.0482201536681
4.8,37.5,0.243071987657999
4.8,50,43.638889385124
4.8,62.5,67.3526300916761
4.8,75,81.2248328098242
4.8,87.5,89.410803887459
4.8,100,93.6716757619453
4.8,112.5,94.7754171235843
4.8,125,93.0936270696089
4.8,137.5,88.8574579749731
4.8,150,82.2668489599755
4.8,162.5,73.5355848219388
4.8,175,62.9087349390284
4.8,187.5,50.6670124027594
4.8,200,37.1244447760438
4.8,212.5,22.6246213203417
4.8,225,7.53125004747274
4.8,237.5,-7.77852097761541
4.8,250,-22.923359052561
4.8,262.5,-37.5266644069953
4.8,275,-51.225961821426
4.8,287.5,-63.6814769514396
4.8,300,-74.5844803724051
4.8,312.5,-83.6647289311005
4.8,325,-90.6971204783393
4.8,337.5,-95.5072294250646
4.8,350,-97.9754808847994
4.8,362.5,-98.0403332242211
4.8,375,-95.6991975521177
4.8,387.5,-91.0087702613968
4.8,400,-84.0840621413294
4.8,412.5,-75.0950177370937
4.8,425,-64.2624683786416
4.8,437.5,-51.8526952892012
4.8,450,-38.1705025521636
4.8,462.5,-23.5531741261219
4.8,475,-8.35994500553416
4.8,487.5,7.03538611272292
4.8,500,22.2540415255775
5.1,0,-544.819
5.1,12.5,-332.253464406949
5.1,25,-119.687515053066
5.1,37.5,-18.7470302706233
5.1,50,32.8445838199332
5.1,62.5,61.9775731369272
5.1,75,80.064459538941
5.1,87.5,91.9059731654428
5.1,100,99.5030181444235
5.1,112.5,103.687043572776
5.1,125,104.818823589035
5.1,137.5,103.089317991558
5.1,150,98.6495422965276
5.1,162.5,91.6660517323487
5.1,175,82.3433456611301
5.1,187.5,70.9309886507524
5.1,200,57.7232249229217
5.1,212.5,43.0545831008457
5.1,225,27.2931231557833
5.1,237.5,10.8322002060482
5.1,250,-5.9187364267911
5.1,262.5,-22.5439169105142
5.1,275,-38.6312844473303
5.1,287.5,-53.7825004159844
5.1,300,-67.6226481551901
5.1,312.5,-79.8093912020853
5.1,325,-90.0413431788268
5.1,337.5,-98.065444829868
5.1,350,-103.683160615744
5.1,362.5,-106.755339791394
5.1,375,-107.205620337521
5.1,387.5,-105.022292100956
5.1,400,-100.258570153638
5.1,412.5,-93.0312730753606
5.1,425,-83.5179367173353
5.1,437.5,-71.9524346046606
5.1,450,-58.6192130825119
5.1,462.5,-43.8462796722158
5.1,475,-27.9971252836332
5.1,487.5,-11.461766575087
5.1,500,5.35285951162943
5.4,0,-577.247
5.4,12.5,-356.879642884988
5.4,25,-136.512664206314
5.4,37.5,-32.039255310299
5.4,50,21.7436475114809
5.4,62.5,52.7286341635774
5.4,75,72.6715171177113
5.4,87.5,86.4736837137298
5.4,100,96.1433333396969
5.4,112.5,102.481792746802
5.4,125,105.804244557935
5.4,137.5,106.249875918444
5.4,150,103.916233967188
5.4,162.5,98.9173205416851
5.4,175,91.4078264321841
5.4,187.5,81.5917020912262
5.4,200,69.7229871703237
5.4,212.5,56.102438408902
5.4,225,41.0716158581701
5.4,237.5,25.0052923079326
5.4,250,8.30270165093981
5.4,262.5,-8.62199552663408
5.4,275,-25.3497177675317
5.4,287.5,-41.4666499806215
5.4,300,-56.5743399841464
5.4,312.5,-70.299441398131
5.4,325,-82.3028562886514
5.4,337.5,-92.2880455729318
5.4,350,-100.00830138945
5.4,362.5,-105.272798077943
5.4,375,-107.95127218494
5.4,387.5,-107.977215559812
5.4,400,-105.349500505883
5.4,412.5,-100.132396801941
5.4,425,-92.4539838708946
5.4,437.5,-82.5029863434064
5.4,450,-70.5241249181775
5.4,462.5,-56.8120838665436
5.4,475,-41.7042510442069
5.4,487.5,-25.5724085622538
5.4,500,-8.81357311785084
5.7,0,-617.14
5.7,12.5,-386.247677605244
5.7,25,-155.355844046073
5.7,37.5,-45.6619885636963
5.7,50,11.255650565754
5.7,62.5,44.6288734415126
5.7,75,66.747658242901
5.7,87.5,82.706351662771
5.7,100,94.5615723622247
5.7,112.5,103.101734684333
5.7,125,108.604570318146
5.7,137.5,111.161741659249
5.7,150,110.820871630581
5.7,162.5,107.64758910432
5.7,175,101.751712663612
5.7,187.5,93.2973007885285
5.7,200,82.5046497157713
5.7,212.5,69.6478530561337
5.7,225,55.0496008673159
5.7,237.5,39.0737749021393
5.7,250,22.1174363447615
5.7,262.5,4.60111026667249
5.7,275,-13.0418922270922
5.7,287.5,-30.3754116375612
5.7,300,-46.9714013701957
5.7,312.5,-62.4200113682151
5.7,325,-76.3394687751943
5.7,337.5,-88.3856952730834
5.7,350,-98.2618544049511
5.7,362.5,-105.723672348222
5.7,375,-110.587237418623
5.7,387.5,-112.732368696089
5.7,400,-112.10569613826
5.7,412.5,-108.722271465357
5.7,425,-102.665159205138
5.7,437.5,-94.0831650944709
5.7,450,-83.1872736031078
5.7,462.5,-70.2455895289819
5.7,475,-55.5765807816849
5.7,487.5,-39.5412380223124
5.7,500,-22.5343470959584
6,0,-623.176
6,12.5,-395.478104202707
6,25,-167.779738336026
6,37.5,-59.3631494738483
6,50,-2.55526252537685
6,62.5,31.4547805337998
6,75,54.7367174533322
6,87.5,72.2589056428865
6,100,85.9929613175553
6,112.5,96.6586880382272
6,125,104.469585674015
6,137.5,109.454349561554
6,150,111.597290088784
6,162.5,110.900422851703
6,175,107.410852525993
6,187.5,101.232094104811
6,200,92.527373652415
6,212.5,81.5184669668126
6,225,68.4817015245783
6,237.5,53.741944581334
6,250,37.6650619310496
6,262.5,20.6491874706051
6,275,3.11509964768877
6,287.5,-14.5040181108422
6,300,-31.773159377389
6,312.5,-48.2661444050439
6,325,-63.5760694071
6,337.5,-77.3252923180695
6,350,-89.1747049920231
6,362.5,-98.8320642412939
6,375,-106.059171162894
6,387.5,-110.677725406255
6,400,-112.573704584796
6,412.5,-111.700164625512
6,425,-108.078388846559
6,437.5,-101.79736012671
6,450,-93.0115637461332
6,462.5,-81.9371806059086
6,475,-68.8467626124572
6,487.5,-54.0625173332661
6,500,-37.9483725707429
6.3,0,-615.924
6.3,12.5,-396.239994626998
6.3,25,-176.55624607548
6.3,37.5,-70.6853617916227
6.3,50,-14.3439300635878
6.3,62.5,20.0781511326418
6.3,75,44.2397867284041
6.3,87.5,62.9614713187714
6.3,100,78.1481254506731
6.3,112.5,90.4736705582778
6.3,125,100.10792897502
6.3,137.5,107.033443014458
6.3,150,111.185630298113
6.3,162.5,112.515889206333
6.3,175,111.020292552126
6.3,187.5,106.75223811272
6.3,200,99.8270189536088
6.3,212.5,90.4218472052968
6.3,225,78.7729422985673
6.3,237.5,65.170491842461
6.3,250,49.951944473321
6.3,262.5,33.4939631975372
6.3,275,16.2033165347727
6.3,287.5,-1.49302902313273
6.3,300,-19.1583470232409
6.3,312.5,-36.3568514477592
6.3,325,-52.6643892888335
6.3,337.5,-67.6788553314946
6.3,350,-81.0300719600157
6.3,362.5,-92.3888874198709
6.3,375,-101.475268235887
6.3,387.5,-108.065183095246
6.3,400,-111.996112798875
6.3,412.5,-113.171044504982
6.3,425,-111.560855507002
6.3,437.5,-107.2050260379
6.3,450,-100.210663751737
6.3,462.5,-90.7498632611471
6.3,475,-79.0554662410111
6.3,487.5,-65.4153262683786
6.3,500,-50.1652184347169
6.6,0,-564.375
6.6,12.5,-370.19425559017
6.6,25,-176.013027106372
6.6,37.5,-81.3524355491561
6.6,50,-29.9118505632789
6.6,62.5,2.54091723670219
6.6,75,26.240475990705
6.6,87.5,45.3996880878219
6.6,100,61.6520849488612
6.6,112.5,75.5352374738053
6.6,125,87.1338612394986
6.6,137.5,96.3621301135709
6.6,150,103.090104083757
6.6,162.5,107.2019300504
6.6,175,108.623433272077
6.6,187.5,107.335318463993
6.6,200,103.379029468136
6.6,212.5,96.8583733523082
6.6,225,87.9383233718237
6.6,237.5,76.8416926593408
6.6,250,63.8440683800701
6.6,262.5,49.2672804004808
6.6,275,33.4716384995976
6.6,287.5,16.8471679830723
6.6,300,-0.19592007145794
6.6,312.5,-17.2372768416405
6.6,325,-33.8567275377143
6.6,337.5,-49.6445894881981
6.6,350,-64.2117381075859
6.6,362.5,-77.1991721425494
6.6,375,-88.2868407983042
6.6,387.5,-97.2015145550568
6.6,400,-103.723505005859
6.6,412.5,-107.692068290663
6.6,425,-109.009358276611
