"$r [deg]","Time [ms]","InducedVoltage(int) [mV]"
0.3,1.5625,4.43322501131913
0.3,1.625,5.65849508017926
0.3,1.6875,6.74452304232351
0.3,1.75,7.66455839693463
0.3,1.8125,8.39593907391818
0.3,1.875,8.92064932991469
0.3,1.9375,9.22576308145214
0.3,2,9.30376218091349
0.3,2.0625,9.15272138917866
0.3,2.125,8.77635554298484
0.3,2.1875,8.18392840281199
0.3,2.25,7.39002401352137
0.3,2.3125,6.41418795760975
0.3,2.375,5.28044576216971
0.3,2.4375,4.0167114170056
0.3,2.5,2.65410004682116
0.45,0,60.9623
0.45,0.0625,33.6462156800784
0.45,0.125,6.33010104608484
0.45,0.1875,-0.748627991819069
0.45,0.25,-3.12549094714604
0.45,0.3125,-4.35170384181633
0.45,0.375,-5.22450232167676
0.45,0.4375,-5.91129041927513
0.45,0.5,-6.43805793088714
0.45,0.5625,-6.80158555744808
0.45,0.625,-6.99523556944654
0.45,0.6875,-7.01491074738532
0.45,0.75,-6.86043492436899
0.45,0.8125,-6.53582912159512
0.45,0.875,-6.04926669254668
0.45,0.9375,-5.41288262240659
0.45,1,-4.6424781374158
0.45,1.0625,-3.75713405297729
0.45,1.125,-2.77874378267605
0.45,1.1875,-1.73147687556746
0.45,1.25,-0.641186128868607
0.45,1.3125,0.465226741911383
0.45,1.375,1.56047183495618
0.45,1.4375,2.61754146465716
0.45,1.5,3.61037404735397
0.45,1.5625,4.514494701462
0.45,1.625,5.30761714900847
0.45,1.6875,5.97019172682044
0.45,1.75,6.48588623977696
0.45,1.8125,6.84198760482262
0.45,1.875,7.02971455565278
0.45,1.9375,7.04443350066141
0.45,2,6.88577242494742
0.45,2.0625,6.55762957299922
0.45,2.125,6.06807779017546
0.45,2.1875,5.42916500863946
0.45,2.25,4.65661783634672
0.45,2.3125,3.76945404153138
0.45,2.375,2.78951432460455
0.45,2.4375,1.74092418175857
0.45,2.5,0.649500101065605
0.6,0,60.0489
0.6,0.0625,32.5476920465616
0.6,0.125,5.04650299758712
0.6,0.1875,-2.03611408558185
0.6,0.25,-4.32775744250377
0.6,0.3125,-5.42000867485117
0.6,0.375,-6.12817646107201
0.6,0.4375,-6.62895824407547
0.6,0.5,-6.95447538626681
0.6,0.5625,-7.10665473532856
0.6,0.625,-7.08379435195399
0.6,0.6875,-6.88674344201509
0.6,0.75,-6.52028634098706
0.6,0.8125,-5.99333718950657
0.6,0.875,-5.3187826410025
0.6,0.9375,-4.51317119879379
0.6,1,-3.59630117137442
0.6,1.0625,-2.5907273821529
0.6,1.125,-1.52120109833779
0.6,1.1875,-0.414056537226743
0.6,1.25,0.703439906904289
0.6,1.3125,1.80376383118553
0.6,1.375,2.85981126457208
0.6,1.4375,3.84556779744191
0.6,1.5,4.73674937516825
0.6,1.5625,5.51140097940532
0.6,1.625,6.15043742753109
0.6,1.6875,6.63811365951156
0.6,1.75,6.96241220198136
0.6,1.8125,7.11533942774691
0.6,1.875,7.09312226263122
0.6,1.9375,6.89630101614088
0.6,2,6.52971606739626
0.6,2.0625,6.00238860322185
0.6,2.125,5.32729844649967
0.6,2.1875,4.52106441931142
0.6,2.25,3.60353497850327
0.6,2.3125,2.59729947237596
0.6,2.375,1.52713202636134
0.6,2.4375,0.419381118351983
0.6,2.5,-0.698678940688403
0.75,0,52.2098
0.75,0.0625,27.8208647367587
0.75,0.125,3.43197205589804
0.75,0.1875,-2.87122712964001
0.75,0.25,-4.88890299324296
0.75,0.3125,-5.79652307413689
0.75,0.375,-6.32260888466257
0.75,0.4375,-6.63187648331762
0.75,0.5,-6.76030681138952
0.75,0.5625,-6.71629280689311
0.75,0.625,-6.50444098712236
0.75,0.6875,-6.13126998587074
0.75,0.75,-5.60654619503399
0.75,0.8125,-4.94347863405574
0.75,0.875,-4.15854497441809
0.75,0.9375,-3.27115150947572
0.75,1,-2.30318792792551
0.75,1.0625,-1.27850586080616
0.75,1.125,-0.222341652441526
0.75,1.1875,0.839299133066119
0.75,1.25,1.88027894712117
0.75,1.3125,2.87497007799378
0.75,1.375,3.79888455820934
0.75,1.4375,4.62927684984434
0.75,1.5,5.34570359480336
0.75,1.5625,5.93052685509003
0.75,1.625,6.36934874447239
0.75,1.6875,6.65136556217441
0.75,1.75,6.76963430970209
0.75,1.8125,6.72124350782587
0.75,1.875,6.50738499150052
0.75,1.9375,6.13332463646603
0.75,2,5.60827273017059
0.75,2.0625,4.94515736693452
0.75,2.125,4.16030598559012
0.75,2.1875,3.27304338516334
0.75,2.25,2.30521606903172
0.75,2.3125,1.28065424174875
0.75,2.375,0.224584969447369
0.75,2.4375,-0.836988822065234
0.75,2.5,-1.87792875191291
0.9,0,42.2118
0.9,0.0625,21.755391881516
0.9,0.125,1.29901738587888
0.9,0.1875,-3.84109353516002
0.9,0.25,-5.36919101119224
0.9,0.3125,-5.95866837736741
0.9,0.375,-6.21629253889371
0.9,0.4375,-6.27797911625013
0.9,0.5,-6.17472241255945
0.9,0.5625,-5.91649000724049
0.9,0.625,-5.51135953922344
0.9,0.6875,-4.96974079728769
0.9,0.75,-4.3051188594339
0.9,0.8125,-3.53394337569621
0.9,0.875,-2.67527069507847
0.9,0.9375,-1.75030372471551
0.9,1,-0.78187136910282
0.9,1.0625,0.206133342591212
0.9,1.125,1.18934116847545
0.9,1.1875,2.14350631755616
0.9,1.25,3.04510292485056
0.9,1.3125,3.87190374931778
0.9,1.375,4.60352702548488
0.9,1.4375,5.22193777899283
0.9,1.5,5.71189144336141
0.9,1.5625,6.0613089861469
0.9,1.625,6.26157367777009
0.9,1.6875,6.30774344737818
0.9,1.75,6.19867172875007
0.9,1.8125,5.93703599642501
0.9,1.875,5.5292713697389
0.9,1.9375,4.98541200655591
0.9,2,4.31884400114442
0.9,2.0625,3.54597569696998
0.9,2.125,2.68583330292676
0.9,2.1875,1.75959267519254
0.9,2.25,0.790057565912924
0.9,2.3125,-0.198901831247545
0.9,2.375,-1.18293668541281
0.9,2.4375,-2.1378191684348
0.9,2.5,-3.04003901091011
1.05,0,44.3213
1.05,0.0625,22.6502828707354
1.05,0.125,0.979234333630898
1.05,0.1875,-4.45652547394181
1.05,0.25,-6.05353975697138
1.05,0.3125,-6.64328163701113
1.05,0.375,-6.87059323995491
1.05,0.4375,-6.88184259618006
1.05,0.5,-6.71200506361291
1.05,0.5625,-6.37357321604792
1.05,0.625,-5.87692948126981
1.05,0.6875,-5.23487231257331
1.05,0.75,-4.46341451549074
1.05,0.8125,-3.58165316494941
1.05,0.875,-2.61136530273054
1.05,0.9375,-1.57649035335148
1.05,1,-0.50254753960328
1.05,1.0625,0.58398917974095
1.05,1.125,1.65634092831669
1.05,1.1875,2.68808194590739
1.05,1.25,3.65378939843346
1.05,1.3125,4.52966867047469
1.05,1.375,5.29413884589385
1.05,1.4375,5.92836377424045
1.05,1.5,6.41671565069346
1.05,1.5625,6.74715966553375
1.05,1.625,6.91155017368382
1.05,1.6875,6.90583119487967
1.05,1.75,6.73013618625972
1.05,1.8125,6.3887846902514
1.05,1.875,5.8901758513153
1.05,1.9375,5.2465816751798
1.05,2,4.47384464004007
1.05,2.0625,3.59098768951377
1.05,2.125,2.61974563467408
1.05,2.1875,1.58403008864549
1.05,2.25,0.509340601595747
1.05,2.3125,-0.577863423337145
1.05,2.375,-1.65081400272077
1.05,2.4375,-2.68309391132106
1.05,2.5,-3.64928714433307
1.2,0,33.8192
1.2,0.0625,16.1360293342593
1.2,0.125,-1.54716362593484
1.2,0.1875,-5.72259055760195
1.2,0.25,-6.74066502963633
1.2,0.3125,-6.93060001173143
1.2,0.375,-6.81316113653883
1.2,0.4375,-6.50560114815278
1.2,0.5,-6.03859607357723
1.2,0.5625,-5.42713978603164
1.2,0.625,-4.68595208060083
1.2,0.6875,-3.83244157996054
1.2,0.75,-2.88689371900571
1.2,0.8125,-1.87203260691353
1.2,0.875,-0.812429195096867
1.2,0.9375,0.266140488686867
1.2,1,1.33735779446234
1.2,1.0625,2.37502907817282
1.2,1.125,3.35374464151488
1.2,1.1875,4.24951457253259
1.2,1.25,5.04036688488753
1.2,1.3125,5.70689414257566
1.2,1.375,6.23273559654086
1.2,1.4375,6.60498324890837
1.2,1.5,6.81450220719298
1.2,1.5625,6.8561576121899
1.2,1.625,6.72894241520045
1.2,1.6875,6.43600360714974
1.2,1.75,5.98456536921713
1.2,1.8125,5.38575214194374
1.2,1.875,4.65431515663325
1.2,1.9375,3.8082696785805
1.2,2,2.86845178571255
1.2,2.0625,1.85800557684061
1.2,2.125,0.801813475938081
1.2,2.1875,-0.274116254119108
1.2,2.25,-1.34328969437094
1.2,2.3125,-2.37937976387327
1.2,2.375,-3.35687414639841
1.2,2.4375,-4.25170359937025
1.2,2.5,-5.04183445670961
1.35,0,23.9891
1.35,0.0625,10.6582696730263
1.35,0.125,-2.67252412939605
1.35,0.1875,-5.725680318609
1.35,0.25,-6.36750236622837
1.35,0.3125,-6.36025928057769
1.35,0.375,-6.09861616369212
1.35,0.4375,-5.67368720694773
1.35,0.5,-5.1121061225054
1.35,0.5625,-4.42936894221527
1.35,0.625,-3.64132845012011
1.35,0.6875,-2.76627143404745
1.35,0.75,-1.82488217083441
1.35,0.8125,-0.83973169841118
1.35,0.875,0.165341437758291
1.35,0.9375,1.16587486655708
1.35,1,2.13742608279181
1.35,1.0625,3.05620302845699
1.35,1.125,3.89966968182619
1.35,1.1875,4.64711461685476
1.35,1.25,5.28017028015572
1.35,1.3125,5.78327169706422
1.35,1.375,6.14404426859685
1.35,1.4375,6.35361150570538
1.35,1.5,6.40681581767283
1.35,1.5625,6.30234680255597
1.35,1.625,6.0427748057448
1.35,1.6875,5.63448812731745
1.35,1.75,5.08753625413387
1.35,1.8125,4.41538282777111
1.35,1.875,3.63457416163486
1.35,1.9375,2.76433214219664
1.35,2,1.82608090633653
1.35,2.0625,0.84291935659195
1.35,2.125,-0.160947462082286
1.35,2.1875,-1.16080453345313
1.35,2.25,-2.13203529239199
1.35,2.3125,-3.05072781648262
1.35,2.375,-3.89426366898761
1.35,2.4375,-4.64187473702551
1.35,2.5,-5.27515478616992
1.5,0,20.7165
1.5,0.0625,8.6248496789213
1.5,0.125,-3.46679035132807
1.5,0.1875,-6.25069468667282
1.5,0.25,-6.83694006941456
1.5,0.3125,-6.79944700608207
1.5,0.375,-6.4909445265043
1.5,0.4375,-5.99698518245031
1.5,0.5,-5.34715283286647
1.5,0.5625,-4.56157273379555
1.5,0.625,-3.66081594030057
1.5,0.6875,-2.66764604502596
1.5,0.75,-1.60693072487542
1.5,0.8125,-0.505123947861478
1.5,0.875,0.610365542784575
1.5,0.9375,1.71184127858596
1.5,1,2.77199415495019
1.5,1.0625,3.76456836117944
1.5,1.125,4.66500156289157
1.5,1.1875,5.45102413466272
1.5,1.25,6.10320289776343
1.5,1.3125,6.60541568420631
1.5,1.375,6.94524532555454
1.5,1.4375,7.11428268712236
1.5,1.5,7.10833196430659
1.5,1.5625,6.92751216462289
1.5,1.625,6.57625323784643
1.5,1.6875,6.06318569483198
1.5,1.75,5.40092746322124
1.5,1.8125,4.60577257879461
1.5,1.875,3.69728961402041
1.5,1.9375,2.69783906450911
1.5,2,1.63202298574277
1.5,2.0625,0.526078441859753
1.5,2.125,-0.59276836491388
1.5,2.1875,-1.69697274065971
1.5,2.25,-2.75934995182646
1.5,2.3125,-3.75374464134544
1.5,2.375,-4.65567494270125
1.5,2.4375,-5.44293539076308
1.5,2.5,-6.09614366168179
1.65,0,17.5958
1.65,0.0625,7.22684781557626
1.65,0.125,-3.14206533496637
1.65,0.1875,-5.47590151688758
1.65,0.25,-5.91584881546893
1.65,0.3125,-5.8244538347708
1.65,0.375,-5.50800801830731
1.65,0.4375,-5.04096418372268
1.65,0.5,-4.44888208422663
1.65,0.5625,-3.74887654728528
1.65,0.625,-2.95830070927262
1.65,0.6875,-2.09630931520001
1.65,0.75,-1.18380255196656
1.65,0.8125,-0.242983320860388
1.65,0.875,0.70318847852149
1.65,0.9375,1.63157269054246
1.65,1,2.5194290940458
1.65,1.0625,3.34498647890654
1.65,1.125,4.08798547112509
1.65,1.1875,4.73018279358703
1.65,1.25,5.25580421759605
1.65,1.3125,5.65193649404563
1.65,1.375,5.90884717425459
1.65,1.4375,6.02022644418347
1.65,1.5,5.98334384097267
1.65,1.5625,5.79911604244279
1.65,1.625,5.47208594306906
1.65,1.6875,5.01031057627287
1.65,1.75,4.4251635110729
1.65,1.8125,3.73105543048124
1.65,1.875,2.94507886443468
1.65,1.9375,2.08658826491581
1.65,2,1.17672306411667
1.65,2.0625,0.23788741882418
1.65,2.125,-0.706801277797297
1.65,2.1875,-1.63408173400073
1.65,2.25,-2.52112133181609
1.65,2.3125,-3.34607844204132
1.65,2.375,-4.08864013488482
1.65,2.4375,-4.73052223483979
1.65,2.5,-5.25591979820363
1.8,0,10.2435
1.8,0.0625,2.7455701020063
1.8,0.125,-4.75238966620884
1.8,0.1875,-6.25902149650415
1.8,0.25,-6.36544524464824
1.8,0.3125,-6.05998623962168
1.8,0.375,-5.55839520887034
1.8,0.4375,-4.9143368381154
1.8,0.5,-4.1504359009162
1.8,0.5625,-3.28573875287868
1.8,0.625,-2.34090624737792
1.8,0.6875,-1.3386929753762
1.8,0.75,-0.303464939969215
1.8,0.8125,0.739458759508152
1.8,0.875,1.76448331580909
1.8,0.9375,2.74640566053401
1.8,1,3.6610557738175
1.8,1.0625,4.48590427787518
1.8,1.125,5.20062483733951
1.8,1.1875,5.78759844344505
1.8,1.25,6.23235028490748
1.8,1.3125,6.523907237574
1.8,1.375,6.65506894938467
1.8,1.4375,6.62258567193775
1.8,1.5,6.42723841615959
1.8,1.5625,6.07381982917673
1.8,1.625,5.5710161918073
1.8,1.6875,4.931193453051
1.8,1.75,4.17009284460011
1.8,1.8125,3.30644266980196
1.8,1.875,2.36149781550725
1.8,1.9375,1.35851580922566
1.8,2,0.322183982749332
1.8,2.0625,-0.72198805067144
1.8,2.125,-1.74829693001947
1.8,2.1875,-2.73147882302275
1.8,2.25,-3.64733063963136
1.8,2.3125,-4.47330698857666
1.8,2.375,-5.1890748607119
1.8,2.4375,-5.77701451440386
1.8,2.5,-6.22265337430852
1.95,0,-6.30062
1.95,0.0625,-6.53585980183763
1.95,0.125,-6.77109661061619
1.95,0.1875,-6.39844609804464
1.95,0.25,-5.87478878238965
1.95,0.3125,-5.23465988879344
1.95,0.375,-4.47923286740355
1.95,0.4375,-3.61837471618313
1.95,0.5,-2.6695610970041
1.95,0.5625,-1.65470543209405
1.95,0.625,-0.598275775903127
1.95,0.6875,0.473856696471271
1.95,0.75,1.53527691527816
1.95,0.8125,2.55977041167351
1.95,0.875,3.52201069897989
1.95,0.9375,4.39820210228084
1.95,1,5.16667428908245
1.95,1.0625,5.80841931907757
1.95,1.125,6.3075605164395
1.95,1.1875,6.65174311710065
1.95,1.25,6.83243748247924
1.95,1.3125,6.84514802805261
1.95,1.375,6.68952282423271
1.95,1.4375,6.36936109029195
1.95,1.5,5.89251876731368
1.95,1.5625,5.27071422142386
1.95,1.625,4.51923895957458
1.95,1.6875,3.65658052545721
1.95,1.75,2.70396671949421
1.95,1.8125,1.68484251625156
1.95,1.875,0.624292386306389
1.95,1.9375,-0.451577656154789
1.95,2,-1.51628311482366
1.95,2.0625,-2.54361335804397
1.95,2.125,-3.50827716309266
1.95,2.1875,-4.38652566520841
1.95,2.25,-5.15673715072373
1.95,2.3125,-5.7999496640175
1.95,2.375,-6.30032793585931
1.95,2.4375,-6.64555334857982
1.95,2.5,-6.82712739437818
2.1,0,-13.9665
2.1,0.0625,-10.7117547168353
2.1,0.125,-7.45700309562705
2.1,0.1875,-6.20180121315358
2.1,0.25,-5.39011911376612
2.1,0.3125,-4.60359058706557
2.1,0.375,-3.74518598170447
2.1,0.4375,-2.80565146186315
2.1,0.5,-1.8001060115842
2.1,0.5625,-0.75107966220248
2.1,0.625,0.316291209432418
2.1,0.6875,1.37597634661211
2.1,0.75,2.40198380442386
2.1,0.8125,3.36908805038314
2.1,0.875,4.25348249388502
2.1,0.9375,5.03338144647744
2.1,1,5.6895636708835
2.1,1.0625,6.20585039842907
2.1,1.125,6.56950728272522
2.1,1.1875,6.77155861619272
2.1,1.25,6.80700935328847
2.1,1.3125,6.67496889000988
2.1,1.375,6.37867255432966
2.1,1.4375,5.92540228044128
2.1,1.5,5.32630689343998
2.1,1.5625,4.59612773896502
2.1,1.625,3.75283502072206
2.1,1.6875,2.81718581956133
2.1,1.75,1.81221204826181
2.1,1.8125,0.762653924852836
2.1,1.875,-0.305649864165151
2.1,1.9375,-1.36639876736441
2.1,2,-2.39347641439013
2.1,2.0625,-3.36159664853249
2.1,2.125,-4.24692344488547
2.1,2.1875,-5.02765944432972
2.1,2.25,-5.68458242384987
2.1,2.3125,-6.20151828038442
2.1,2.375,-6.56574003051684
2.1,2.4375,-6.76828051658198
2.1,2.5,-6.80415365191229
2.25,0,-18.0693
2.25,0.0625,-12.8012939683517
2.25,0.125,-7.53327376156926
2.25,0.1875,-5.65243919747721
2.25,0.25,-4.59197810365056
2.25,0.3125,-3.68661620360961
2.25,0.375,-2.77369497037721
2.25,0.4375,-1.82348278728655
2.25,0.5,-0.842763056417866
2.25,0.5625,0.150705182610775
2.25,0.625,1.13548898238921
2.25,0.6875,2.08903037255725
2.25,0.75,2.98889207591723
2.25,0.8125,3.81359558385486
2.25,0.875,4.54329124209982
2.25,0.9375,5.16032650327074
2.25,1,5.64972806029657
2.25,1.0625,5.99960146033172
2.25,1.125,6.20144342296438
2.25,1.1875,6.25036454363258
2.25,1.25,6.14521887420798
2.25,1.3125,5.88863828039148
2.25,1.375,5.48697200809885
2.25,1.4375,4.95013368840925
2.25,1.5,4.29135906741597
2.25,1.5625,3.52688212257468
2.25,1.625,2.67553626574313
2.25,1.6875,1.75829148496799
2.25,1.75,0.797738675487781
2.25,1.8125,-0.182466184164411
2.25,1.875,-1.15818419545811
2.25,1.9375,-2.10538763753044
2.25,2,-3.00075145986058
2.25,2.0625,-3.82222753546564
2.25,2.125,-4.54958729929551
2.25,2.1875,-5.16491987516421
2.25,2.25,-5.65307313220288
2.25,2.3125,-6.00202657194475
2.25,2.375,-6.2031873710254
2.25,2.4375,-6.2516018882909
2.25,2.5,-6.1460777441602
2.4,0,-22.7512
2.4,0.0625,-15.0011917114038
2.4,0.125,-7.25119177597487
2.4,0.1875,-4.85953466725648
2.4,0.25,-3.71416267480349
2.4,0.3125,-2.8165413694306
2.4,0.375,-1.93731342554158
2.4,0.4375,-1.03599478040217
2.4,0.5,-0.118738632029768
2.4,0.5625,0.79656550327976
2.4,0.625,1.68915165835495
2.4,0.6875,2.53795424917461
2.4,0.75,3.32265948831441
2.4,0.8125,4.02436216411627
2.4,0.875,4.62609165612497
2.4,0.9375,5.11326089771756
2.4,1,5.47404629089519
2.4,1.0625,5.69969297725023
2.4,1.125,5.78474140917287
2.4,1.1875,5.72716972756135
2.4,1.25,5.5284493431217
2.4,1.3125,5.19351361064463
2.4,1.375,4.73063947624268
2.4,1.4375,4.15124629194817
2.4,1.5,3.46961659571493
2.4,1.5625,2.70254596714525
2.4,1.625,1.86893043156792
2.4,1.6875,0.989302072942899
2.4,1.75,0.0853241479848379
2.4,1.8125,-0.820741958345398
2.4,1.875,-1.70658426449822
2.4,1.9375,-2.55038981965622
2.4,2,-3.33138106451795
2.4,2.0625,-4.03032753238816
2.4,2.125,-4.63001931976632
2.4,2.1875,-5.11569055443326
2.4,2.25,-5.47538307535607
2.4,2.3125,-5.70024090102816
2.4,2.375,-5.7847280237306
2.4,2.4375,-5.72676478206223
2.4,2.5,-5.52777930612803
2.55,0,-30.9738
2.55,0.0625,-19.4847169268797
2.55,0.125,-7.9956183373624
2.55,0.1875,-4.63344496661126
2.55,0.25,-3.16141736370975
2.55,0.3125,-2.09873140255351
2.55,0.375,-1.10739881229134
2.55,0.4375,-0.123499191337028
2.55,0.5,0.850990043522181
2.55,0.5625,1.79830096382083
2.55,0.625,2.69729723217428
2.55,0.6875,3.52690529275267
2.55,0.75,4.26736992275958
2.55,0.8125,4.90094704988826
2.55,0.875,5.41241157051224
2.55,0.9375,5.78946478344529
2.55,1,6.02305647484612
2.55,1.0625,6.10762120922018
2.55,1.125,6.04122521615299
2.55,1.1875,5.82562184407339
2.55,1.25,5.46621437999203
2.55,1.3125,4.97192786645043
2.55,1.375,4.35499320229116
2.55,1.4375,3.63064900355659
2.55,1.5,2.81676895575799
2.55,1.5625,1.93342356855246
2.55,1.625,1.00238762395251
2.55,1.6875,0.0466052802022471
2.55,1.75,-0.910373946575111
2.55,1.8125,-1.84497416711138
2.55,1.875,-2.73417303279079
2.55,1.9375,-3.55606811233527
2.55,2,-4.29041578384066
2.55,2.0625,-4.91912937142744
2.55,2.125,-5.42672426004269
2.55,2.1875,-5.80069895986837
2.55,2.25,-6.03184276272452
2.55,2.3125,-6.11446243517952
2.55,2.375,-6.04652229778879
2.55,2.4375,-5.82969422931421
2.55,2.5,-5.46931650971983
2.7,0,-41.021
2.7,0.0625,-24.9016326133131
2.7,0.125,-8.78230065177293
2.7,0.1875,-4.1917237228991
2.7,0.25,-2.30100466414508
2.7,0.3125,-1.03573539818325
2.7,0.375,0.0796445499255417
2.7,0.4375,1.14169087289135
2.7,0.5,2.15659744264339
2.7,0.5625,3.1090750298578
2.7,0.625,3.97934423153275
2.7,0.6875,4.74778218437082
2.7,0.75,5.39654461475057
2.7,0.8125,5.91037310717214
2.7,0.875,6.27711996900396
2.7,0.9375,6.48812211615775
2.7,1,6.53845733100722
2.7,1.0625,6.42709297426698
2.7,1.125,6.15692955351521
2.7,1.1875,5.73474129362318
2.7,1.25,5.17101859232397
2.7,1.3125,4.47971587119711
2.7,1.375,3.67791313995944
2.7,1.4375,2.78539847398543
2.7,1.5,1.82418380876385
2.7,1.5625,0.817965124109696
2.7,1.625,-0.208459468785652
2.7,1.6875,-1.22979913507928
2.7,1.75,-2.22089196320694
2.7,1.8125,-3.15732380880135
2.7,1.875,-4.01602856550987
2.7,1.9375,-4.77585622880671
2.7,2,-5.41809254808462
2.7,2.0625,-5.92692003833448
2.7,2.125,-6.2898071562297
2.7,2.1875,-6.49781645302094
2.7,2.25,-6.54582474550223
2.7,2.3125,-6.43264879672993
2.7,2.375,-6.16107494733212
2.7,2.4375,-5.73778969695026
2.7,2.5,-5.17321566938149
2.85,0,-49.5269
2.85,0.0625,-29.0740806574868
2.85,0.125,-8.62129920221327
2.85,0.1875,-3.01210463137919
2.85,0.25,-0.891253658324097
2.85,0.3125,0.404117230290103
2.85,0.375,1.48538831950691
2.85,0.4375,2.47949563056438
2.85,0.5,3.39925571022841
2.85,0.5625,4.23143634540386
2.85,0.625,4.95812994180669
2.85,0.6875,5.56227124515491
2.85,0.75,6.02931449397526
2.85,0.8125,6.347920836847
2.85,0.875,6.51033363313477
2.85,0.9375,6.51260304210463
2.85,1,6.3546988294432
2.85,1.0625,6.04051948499257
2.85,1.125,5.57780138403376
2.85,1.1875,4.97793198083636
2.85,1.25,4.25567204281987
2.85,1.3125,3.42879347379343
2.85,1.375,2.51764329498065
2.85,1.4375,1.54464325199771
2.85,1.5,0.533738306494686
2.85,1.5625,-0.490192721318305
2.85,1.625,-1.50194945646438
2.85,1.6875,-2.47663037720314
2.85,1.75,-3.39024600026456
2.85,1.8125,-4.2203095030245
2.85,1.875,-4.94639059676432
2.85,1.9375,-5.55061838959428
2.85,2,-6.01812157568685
2.85,2.0625,-6.33739508658327
2.85,2.125,-6.5005826013966
2.85,2.1875,-6.50367090132897
2.85,2.25,-6.34658822991545
2.85,2.3125,-6.03320633490354
2.85,2.375,-5.57124504586318
2.85,2.4375,-4.97208249412315
2.85,2.5,-4.25047459342031
3,0,-63.7356
3,0.0625,-36.1681820654179
3,0.125,-8.60075969494465
3,0.1875,-1.23623469048746
3,0.25,1.38770885680006
3,0.3125,2.85581702178927
3,0.375,3.985396344101
3,0.4375,4.94968600096259
3,0.5,5.77325219445243
3,0.5625,6.44804505165015
3,0.625,6.96095421613741
3,0.6875,7.30061764001499
3,0.75,7.45928208715428
3,0.8125,7.43340621221062
3,0.875,7.22387240258106
3,0.9375,6.8360128414839
3,1,6.2795022479393
3,1.0625,5.56813432089549
3,1.125,4.71949159123546
3,1.1875,3.75451946697893
