"$r [deg]","Time [us]","InducedVoltage(int) [mV]"
3.45,187.5,136.487241610438
3.45,200,121.949814146381
3.45,212.5,104.286425093112
3.45,225,83.9690756886157
3.45,237.5,61.5225823422967
3.45,250,37.5160695182297
3.45,262.5,12.5518002264111
3.45,275,-12.7478399046379
3.45,287.5,-37.7544915723697
3.45,300,-61.8485316941915
3.45,312.5,-84.4338380404
3.45,325,-104.952141320699
3.45,337.5,-122.896557684174
3.45,350,-137.823933028267
3.45,362.5,-149.365642381341
3.45,375,-157.236620901903
3.45,387.5,-161.242326917098
3.45,400,-161.283501858963
3.45,412.5,-157.358595625804
3.45,425,-149.563776427317
3.45,437.5,-138.090569158637
3.45,450,-123.221110164908
3.45,462.5,-105.321210015167
3.45,475,-84.8313311101262
3.45,487.5,-62.2557292553211
3.45,500,-38.1500639708092
3.6,0,-509.404
3.6,12.5,-345.392846251256
3.6,25,-181.381651226831
3.6,37.5,-70.5400711179243
3.6,50,5.88707243929039
3.6,62.5,59.4964652480324
3.6,75,97.4024564278194
3.6,87.5,123.950170499919
3.6,100,141.793342195634
3.6,112.5,152.568480084046
3.6,125,157.315677069643
3.6,137.5,156.74073692589
3.6,150,151.377525480527
3.6,162.5,141.687310677074
3.6,175,128.117890255767
3.6,187.5,111.136821910796
3.6,200,91.2477294525995
3.6,212.5,68.995436726053
3.6,225,44.9636106594943
3.6,237.5,19.7673861041127
3.6,250,-5.95734281586181
3.6,262.5,-31.5667781970605
3.6,275,-56.4232489320109
3.6,287.5,-79.9098042390234
3.6,300,-101.444630056541
3.6,312.5,-120.49492802628
3.6,325,-136.589714961536
3.6,337.5,-149.33121754105
3.6,350,-158.404549570271
3.6,362.5,-163.585354036206
3.6,375,-164.745294733057
3.6,387.5,-161.855156109386
3.6,400,-154.98553672171
3.6,412.5,-144.305105795388
3.6,425,-130.076423412586
3.6,437.5,-112.649460818104
3.6,450,-92.4529882853522
3.6,462.5,-69.9840028452214
3.6,475,-45.7954865141778
3.6,487.5,-20.4827891237298
3.6,500,5.33103840527
3.75,0,-522.585
3.75,12.5,-352.47386968283
3.75,25,-182.362806703
3.75,37.5,-68.4598009971117
3.75,50,9.67543627473508
3.75,62.5,64.3043495817256
3.75,75,102.815080800806
3.75,87.5,129.67080921731
3.75,100,147.58018157121
3.75,112.5,158.209601529565
3.75,125,162.620188347717
3.75,137.5,161.53679175366
3.75,150,155.513199372291
3.75,162.5,145.032503917618
3.75,175,130.566395216643
3.75,187.5,112.608156018805
3.75,200,91.6885145494169
3.75,212.5,68.380237144603
3.75,225,43.2951496173381
3.75,237.5,17.0761437483517
3.75,250,-9.61417853590806
3.75,262.5,-36.1069460926505
3.75,275,-61.7416683663005
3.75,287.5,-85.8813099680639
3.75,300,-107.92721423797
3.75,312.5,-127.333349534388
3.75,325,-143.619419210939
3.75,337.5,-156.382480069874
3.75,350,-165.306712235023
3.75,362.5,-170.171094257729
3.75,375,-170.854784400232
3.75,387.5,-167.3400417862
3.75,400,-159.712633167048
3.75,412.5,-148.159692407096
3.75,425,-132.965094870262
3.75,437.5,-114.502456396046
3.75,450,-93.2259175612834
3.75,462.5,-69.6589587740917
3.75,475,-44.3814986686454
3.75,487.5,-18.0156086383727
3.75,500,8.7898031886812
3.9,0,-499.636
3.9,12.5,-330.693166978436
3.9,25,-161.75080129705
3.9,37.5,-49.3193468235403
3.9,50,26.9696169932418
3.9,62.5,79.3966715763824
3.9,75,115.396106833061
3.9,87.5,139.485350380975
3.9,100,154.431664959684
3.9,112.5,161.9643371077
3.9,125,163.211525158291
3.9,137.5,158.968330168524
3.9,150,149.860455246892
3.9,162.5,136.442616464891
3.9,175,119.255796032578
3.9,187.5,98.8582132342572
3.9,200,75.8393217769736
3.9,212.5,50.822727264196
3.9,225,24.4618118281084
3.9,237.5,-2.56941360786108
3.9,250,-29.5884964626461
3.9,262.5,-55.9185409761874
3.9,275,-80.9030791265171
3.9,287.5,-103.921074130108
3.9,300,-124.401467093601
3.9,312.5,-141.836742125591
3.9,325,-155.795107527666
3.9,337.5,-165.930905424758
3.9,350,-171.992984044805
3.9,362.5,-173.830779948538
3.9,375,-171.397958738975
3.9,387.5,-164.753504542129
3.9,400,-154.060237127061
3.9,412.5,-139.580772837038
3.9,425,-121.671042027082
3.9,437.5,-100.771509920368
3.9,450,-77.3963192822428
3.9,462.5,-52.1206208102114
3.9,475,-25.5664062787712
3.9,487.5,1.61281617532788
3.9,500,28.7481141349176
4.05,0,-393.175
4.05,12.5,-244.715136482389
4.05,25,-96.2548817608434
4.05,37.5,0.308374436969668
4.05,50,63.614760392016
4.05,62.5,104.891523356462
4.05,75,130.932603735348
4.05,87.5,145.888580432036
4.05,100,152.342977893922
4.05,112.5,151.962192692275
4.05,125,145.888730225488
4.05,137.5,134.97847068428
4.05,150,119.942376065924
4.05,162.5,101.429139402293
4.05,175,80.0710145529907
4.05,187.5,56.5064939490298
4.05,200,31.3883274667756
4.05,212.5,5.38223176258263
4.05,225,-20.8402764755405
4.05,237.5,-46.6126090162813
4.05,250,-71.2858910645825
4.05,262.5,-94.2426188689227
4.05,275,-114.910395691656
4.05,287.5,-132.775089294084
4.05,300,-147.392880184967
4.05,312.5,-158.400793034794
4.05,325,-165.525371946754
4.05,337.5,-168.589240061772
4.05,350,-167.515347037949
4.05,362.5,-162.3287842247
4.05,375,-153.15611192098
4.05,387.5,-140.222197025067
4.05,400,-123.844649589181
4.05,412.5,-104.425977156197
4.05,425,-82.4436581014507
4.05,437.5,-58.4383692323273
4.05,450,-33.0006621423512
4.05,462.5,-6.75641507034874
4.05,475,19.6485887481564
4.05,487.5,45.564565057201
4.05,500,70.3537356307198
4.2,0,-363.727
4.2,12.5,-219.352542018744
4.2,25,-74.9781758897658
4.2,37.5,18.2044455677231
4.2,50,78.5879833944045
4.2,62.5,117.14539958878
4.2,75,140.51167261107
4.2,87.5,152.760595483135
4.2,100,156.455705231154
4.2,112.5,153.279865335195
4.2,125,144.414301192621
4.2,137.5,130.766295770152
4.2,150,113.104406875285
4.2,162.5,92.1365588801903
4.2,175,68.5525622682631
4.2,187.5,43.0442814579232
4.2,200,16.3116997920518
4.2,212.5,-10.9399042528691
4.2,225,-38.0083011657813
4.2,237.5,-64.2059360993357
4.2,250,-88.8732678159504
4.2,262.5,-111.392742367427
4.2,275,-131.202554277987
4.2,287.5,-147.809522794588
4.2,300,-160.800655376891
4.2,312.5,-169.852900764821
4.2,325,-174.740851247506
4.2,337.5,-175.342107251641
4.2,350,-171.640174363226
4.2,362.5,-163.724785949064
4.2,375,-151.789633953885
4.2,387.5,-136.127551846093
4.2,400,-117.123278991323
4.2,412.5,-95.2439585410054
4.2,425,-71.0276227966002
4.2,437.5,-45.0699189708771
4.2,450,-18.0094462172863
4.2,462.5,9.48799284372851
4.2,475,36.745776930869
4.2,487.5,63.09315589087
4.2,500,87.8817452118421
4.35,0,-316.78
4.35,12.5,-182.197446464579
4.35,25,-47.6145770290191
4.35,37.5,37.6186522534619
4.35,50,91.4013616994552
4.35,62.5,124.334658688839
4.35,75,142.805175560137
4.35,87.5,150.734977182009
4.35,100,150.604575536321
4.35,112.5,144.059930342369
4.35,125,132.274537697862
4.35,137.5,116.164753149128
4.35,150,96.5160628401815
4.35,162.5,74.0547713066487
4.35,175,49.485950034405
4.35,187.5,23.5104292549258
4.35,200,-3.17127021685139
4.35,212.5,-29.863090948409
4.35,225,-55.8824489708193
4.35,237.5,-80.5719886001406
4.35,250,-103.312620442507
4.35,262.5,-123.536775502247
4.35,275,-140.741147748346
4.35,287.5,-154.498294016713
4.35,300,-164.466652372855
4.35,312.5,-170.39863551835
4.35,325,-172.146516459128
4.35,337.5,-169.665926282451
4.35,350,-163.016855382241
4.35,362.5,-152.362116797305
4.35,375,-137.963293097928
4.35,387.5,-120.174264297978
4.35,400,-99.4324733292883
4.35,412.5,-76.248141887364
4.35,425,-51.1916905931839
4.35,437.5,-24.8796856772978
4.35,450,2.04034385308471
4.35,462.5,28.9058722191498
4.35,475,55.055672795809
4.35,487.5,79.8461245657264
4.35,500,102.667049616295
4.5,0,-189.283
4.5,12.5,-85.607046751127
4.5,25,18.0686321184803
4.5,37.5,81.2060553941576
4.5,50,118.465167070515
4.5,62.5,138.433754575721
4.5,75,146.274023168436
4.5,87.5,145.187655854892
4.5,100,137.253553299638
4.5,112.5,123.914340882892
4.5,125,106.260201219379
4.5,137.5,85.193229283722
4.5,150,61.5204197030961
4.5,162.5,36.0034660718792
4.5,175,9.38236334761694
4.5,187.5,-17.6170431830043
4.5,200,-44.2851639568959
4.5,212.5,-69.9364573375869
4.5,225,-93.9203819783252
4.5,237.5,-115.633720782166
4.5,250,-134.533173182916
4.5,262.5,-150.14729536708
4.5,275,-162.087227757873
4.5,287.5,-170.055698522968
4.5,300,-173.853988097645
4.5,312.5,-173.386584078524
4.5,325,-168.663386025247
4.5,337.5,-159.799360430347
4.5,350,-147.011637791218
4.5,362.5,-130.614122228194
4.5,375,-111.009728392138
4.5,387.5,-88.6804378864552
4.5,400,-64.1754066301158
4.5,412.5,-38.097439231397
4.5,425,-11.0881309993393
4.5,437.5,16.1879402019181
4.5,450,43.0595884706747
4.5,462.5,68.8655389532067
4.5,475,92.9707236481945
4.5,487.5,114.781929245868
4.5,500,133.762395225678
4.65,0,-73.2871
4.65,12.5,-3.70340941368566
4.65,25,65.8803071963693
4.65,37.5,106.023403977398
4.65,50,127.026557211749
4.65,62.5,135.0786924258
4.65,75,133.942687503546
4.65,87.5,125.991418474487
4.65,100,112.814054353053
4.65,112.5,95.5663601050151
4.65,125,75.171053719828
4.65,137.5,52.4300404101019
4.65,150,28.0845920572208
4.65,162.5,2.84458000148169
4.65,175,-22.6006998999582
4.65,187.5,-47.5826122901364
4.65,200,-71.4595015506482
4.65,212.5,-93.6264283051755
4.65,225,-113.526386174495
4.65,237.5,-130.66181831193
4.65,250,-144.605511643318
4.65,262.5,-155.010302219346
4.65,275,-161.617116464359
4.65,287.5,-164.261035806934
4.65,300,-162.87516133038
4.65,312.5,-157.492134387697
4.65,325,-148.243250488545
4.65,337.5,-135.355172318884
4.65,350,-119.144309642873
4.65,362.5,-100.009001051631
4.65,375,-78.4196902702505
4.65,387.5,-54.9073222244014
4.65,400,-30.0502592149567
4.65,412.5,-4.46003878052829
4.65,425,21.2337098244319
4.65,437.5,46.3987527077675
4.65,450,70.4158430252606
4.65,462.5,92.6939637194968
4.65,475,112.684883759642
4.65,487.5,129.896666953002
4.65,500,143.905780173192
4.8,0,29.6096
4.8,12.5,69.9909929312744
4.8,25,110.372366270224
4.8,37.5,130.836801845782
4.8,50,138.076097835131
4.8,62.5,136.062250598056
4.8,75,127.254700499997
4.8,87.5,113.275127142746
4.8,100,95.2893195017492
4.8,112.5,74.2222233901814
4.8,125,50.8765789361219
4.8,137.5,25.9954318902676
4.8,150,0.291779567416372
4.8,162.5,-25.5410031941363
4.8,175,-50.8298655976693
4.8,187.5,-74.9290921287747
4.8,200,-97.2305720125392
4.8,212.5,-117.175469028849
4.8,225,-134.266037216096
4.8,237.5,-148.07671309505
4.8,250,-158.26390868316
4.8,262.5,-164.574049148127
4.8,275,-166.849566231664
4.8,287.5,-165.032616341293
4.8,300,-159.166405431783
4.8,312.5,-149.394058253791
4.8,325,-135.955049437305
4.8,337.5,-119.179272869118
4.8,350,-99.4789059941009
4.8,362.5,-77.338220398745
4.8,375,-53.3016795925775
4.8,387.5,-27.960476266343
4.8,400,-1.9380157804823
4.8,412.5,24.1254875785269
4.8,425,49.5887442915865
4.8,437.5,73.8252138666815
4.8,450,96.2385147478585
4.8,462.5,116.277126596133
4.8,475,133.447975333395
4.8,487.5,147.32856627122
4.8,500,157.577398003565
4.95,0,97.8696
4.95,12.5,118.556639709209
4.95,25,139.243679077993
4.95,37.5,146.701477372835
4.95,50,144.914832561518
4.95,62.5,136.329686522481
4.95,75,122.527934996152
4.95,87.5,104.629784205631
4.95,100,83.5207499240519
4.95,112.5,59.9748996703339
4.95,125,34.7181317267821
4.95,137.5,8.45699883086473
4.95,150,-18.1122070910449
4.95,162.5,-44.3055890396254
4.95,175,-69.4599724985945
4.95,187.5,-92.9443961099231
4.95,200,-114.172914995197
4.95,212.5,-132.617457137881
4.95,225,-147.819933928482
4.95,237.5,-159.403000106309
4.95,250,-167.079042831981
4.95,262.5,-170.657079076826
4.95,275,-170.047344556592
4.95,287.5,-165.26343268717
4.95,300,-156.421908484074
4.95,312.5,-143.739404880761
4.95,325,-127.527260961228
4.95,337.5,-108.183837607685
4.95,350,-86.1846897502406
4.95,362.5,-62.0708472965746
4.95,375,-36.4354790580241
4.95,387.5,-9.90927882933413
4.95,400,16.8550690977108
4.95,412.5,43.1989728487574
4.95,425,68.4741504387443
4.95,437.5,92.0586014278225
4.95,450,113.371921686268
4.95,462.5,131.889604352685
4.95,475,147.1559535357
4.95,487.5,158.79530927476
4.95,500,166.521299608799
5.1,0,213.964
5.1,12.5,203.142275386868
5.1,25,192.320460986633
5.1,37.5,178.0407508293
5.1,50,160.557790962271
5.1,62.5,140.151101700372
5.1,75,117.112152906384
5.1,87.5,91.7989951504898
5.1,100,64.6579722069556
5.1,112.5,36.2200894452905
5.1,125,7.08459506416133
5.1,137.5,-22.1026551523352
5.1,150,-50.6722341700589
5.1,162.5,-77.953735801156
5.1,175,-103.297066806223
5.1,187.5,-126.092013305029
5.1,200,-145.7858163497
5.1,212.5,-161.898571436333
5.1,225,-174.036267624667
5.1,237.5,-181.901319848836
5.1,250,-185.300441527079
5.1,262.5,-184.149770130775
5.1,275,-178.477160606951
5.1,287.5,-168.421650650391
5.1,300,-154.230125603832
5.1,312.5,-136.251299563817
5.1,325,-114.92715774401
5.1,337.5,-90.7820927080294
5.1,350,-64.4100010834889
5.1,362.5,-36.4596613767661
5.1,375,-7.61876056019315
5.1,387.5,21.4030426658301
5.1,400,49.8915940109786
5.1,412.5,77.1458298082918
5.1,425,102.495050044745
5.1,437.5,125.315423569842
5.1,450,145.045364715916
5.1,462.5,161.199358668891
5.1,475,173.379915929057
5.1,487.5,181.287367179766
5.1,500,184.727241384245
5.25,0,344.289
5.25,12.5,290.842161983053
5.25,25,237.394969184608
5.25,37.5,194.785544521956
5.25,50,157.97626430602
5.25,62.5,124.09323575939
5.25,75,91.5638847037709
5.25,87.5,59.6364249566086
5.25,100,28.089200035173
5.25,112.5,-2.95642406160842
5.25,125,-33.1621893905868
5.25,137.5,-62.0610629294729
5.25,150,-89.1207616694749
5.25,162.5,-113.790837369064
5.25,175,-135.538428058978
5.25,187.5,-153.875881470534
5.25,200,-168.382170332395
5.25,212.5,-178.719427726468
5.25,225,-184.645237467434
5.25,237.5,-186.021182505641
5.25,250,-182.817928335124
5.25,262.5,-175.117013747732
5.25,275,-163.109542440883
5.25,287.5,-147.091920963487
5.25,300,-127.458833590263
5.25,312.5,-104.693722280805
5.25,325,-79.3569819942888
5.25,337.5,-52.0722412363306
5.25,350,-23.5110456012262
5.25,362.5,5.62363934641672
5.25,375,34.6147336975876
5.25,387.5,62.7486894550431
5.25,400,89.3330458697536
5.25,412.5,113.713477124775
5.25,425,135.289919964095
5.25,437.5,153.531330105984
5.25,450,167.988772339241
5.25,462.5,178.306465441541
5.25,475,184.230546526198
5.25,487.5,185.61533163482
5.25,500,182.426890830346
5.4,0,380.35
5.4,12.5,314.063150002899
5.4,25,247.776093437971
5.4,37.5,195.931287970589
5.4,50,152.723176751062
5.4,62.5,114.508966719806
5.4,75,79.1486674389734
5.4,87.5,45.5080171377888
5.4,100,13.1146596154219
5.4,112.5,-18.0759382042247
5.4,125,-47.8402361501683
5.4,137.5,-75.796958292733
5.4,150,-101.484553740487
5.4,162.5,-124.416718295672
5.4,175,-144.122926090123
5.4,187.5,-160.178495784811
5.4,200,-172.226975920708
5.4,212.5,-179.996623740292
5.4,225,-183.312063729184
5.4,237.5,-182.101809400844
5.4,250,-176.402088566151
5.4,262.5,-166.357280720282
5.4,275,-152.217218146024
5.4,287.5,-134.331584679763
5.4,300,-113.141666228569
5.4,312.5,-89.1697054294539
5.4,325,-63.0061945193204
5.4,337.5,-35.2954271361542
5.4,350,-6.71970027405711
5.4,362.5,22.017455761148
5.4,375,50.2085676339358
5.4,387.5,77.15963163784
5.4,400,102.207179533275
5.4,412.5,124.734625785597
5.4,425,144.187428208859
5.4,437.5,160.086756481103
5.4,450,172.041267220882
5.4,462.5,179.756747985461
5.4,475,183.043359194622
5.4,487.5,181.820307359894
5.4,500,176.117836238157
5.55,0,455.112
5.55,12.5,363.882588821362
5.55,25,272.653126069018
5.55,37.5,203.72967180041
5.55,50,148.707461108243
5.55,62.5,102.288767370674
5.55,75,61.2801360679402
5.55,87.5,23.8784845928063
5.55,100,-10.8149656036074
5.55,112.5,-43.121320827767
5.55,125,-73.0034583535893
5.55,137.5,-100.214484348838
5.55,150,-124.399332856153
5.55,162.5,-145.165246173172
5.55,175,-162.131314542887
5.55,187.5,-174.963572621427
5.55,200,-183.39981818402
5.55,212.5,-187.266754470358
5.55,225,-186.491152739796
5.55,237.5,-181.10609164056
5.55,250,-171.253008538034
5.55,262.5,-157.180043908766
5.55,275,-139.237135726237
5.55,287.5,-117.868152970915
5.55,300,-93.6004590039596
5.55,312.5,-67.0322470021181
5.55,325,-38.8180129955732
5.55,337.5,-9.65255964989074
5.55,350,19.7460087476363
5.55,362.5,48.6539339314284
5.55,375,76.3595817020594
5.55,387.5,102.180941468205
5.55,400,125.482412600004
5.55,412.5,145.690440650737
5.55,425,162.307639438538
5.55,437.5,174.925032281445
5.55,450,183.23212288975
5.55,462.5,187.024539337999
5.55,475,186.209065342122
5.55,487.5,180.805936605088
5.55,500,170.948343774447
5.7,0,456.521
5.7,12.5,362.036108142506
5.7,25,267.551081645506
5.7,37.5,196.929220457555
5.7,50,141.102008109043
5.7,62.5,94.4455756382555
5.7,75,53.6053562859881
5.7,87.5,16.6914226905778
5.7,100,-17.2504326384444
5.7,112.5,-48.5845480819389
5.7,125,-77.3131320118611
5.7,137.5,-103.228067954545
5.7,150,-126.013638294885
5.7,162.5,-145.317085393469
5.7,175,-160.797765629088
5.7,187.5,-172.161611909151
5.7,200,-179.185205207064
5.7,212.5,-181.732138311617
5.7,225,-179.763382026186
5.7,237.5,-173.342780484834
5.7,250,-162.638404416121
5.7,262.5,-147.920310772002
5.7,275,-129.555105557748
5.7,287.5,-107.997721404087
5.7,300,-83.7807362382357
5.7,312.5,-57.5015710010155
5.7,325,-29.8080189461104
5.7,337.5,-1.38242119741537
5.7,350,27.0750269012663
5.7,362.5,54.8634690831062
5.7,375,81.2986034173387
5.7,387.5,105.729497257733
5.7,400,127.554608540127
5.7,412.5,146.236576869505
5.7,425,161.315453303272
5.7,437.5,172.420018299733
5.7,450,179.276915144329
5.7,462.5,181.7173882701
5.7,475,179.68142034698
5.7,487.5,173.219230651767
5.7,500,162.490014607766
5.85,0,470.713
5.85,12.5,366.804046365881
5.85,25,262.895141556886
5.85,37.5,186.750104391079
5.85,50,127.705500674359
5.85,62.5,79.3642162256153
5.85,75,37.9482942316257
5.85,87.5,1.31072746547978
5.85,100,-31.6744208807766
5.85,112.5,-61.4979087581682
5.85,125,-88.2644223324869
5.85,137.5,-111.856177773961
5.85,150,-132.042058469634
5.85,162.5,-148.551433381298
5.85,175,-161.124608150871
5.85,187.5,-169.547393190101
5.85,200,-173.674540104114
5.85,212.5,-173.445028618154
5.85,225,-168.891133683843
5.85,237.5,-160.142518833061
5.85,250,-147.426209362942
5.85,262.5,-131.063051574085
5.85,275,-111.461146235933
5.85,287.5,-89.106665305122
5.85,300,-64.5524472690727
5.85,312.5,-38.4047538124571
5.85,325,-11.3085853056001
5.85,337.5,16.0680406038255
5.85,350,43.0504323759573
5.85,362.5,68.973765142356
5.85,375,93.1994042192933
5.85,387.5,115.130597912892
5.85,400,134.227148208962
5.85,412.5,150.018697992245
5.85,425,162.116302080457
5.85,437.5,170.221994998044
5.85,450,174.136124909644
5.85,462.5,173.762262894113
5.85,475,169.109576366836
5.85,487.5,160.29260071162
5.85,500,147.528416312025
6,0,542.713
6,12.5,410.864432576749
6,25,279.01548226732
6,37.5,183.759610137162
6,50,111.901249391957
6,62.5,55.217739993782
6,75,8.69546397633296
6,87.5,-30.6314653162868
6,100,-64.4337799541629
6,112.5,-93.5746642008349
6,125,-118.426908382965
6,137.5,-139.080310274993
6,150,-155.478548001803
6,162.5,-167.509584746364
6,175,-175.065666423075
6,187.5,-178.082710508024
6,200,-176.565451453048
6,212.5,-170.602716896951
6,225,-160.374746335255
6,237.5,-146.15525836851
6,250,-128.308725210093
6,262.5,-107.284024584298
6,275,-83.6051144860282
6,287.5,-57.8591991774674
6,300,-30.6829995528933
6,312.5,-2.7475699223046
6,325,25.2579386423412
6,337.5,52.6431049141251
6,350,78.7330867517732
6,362.5,102.884956950665
6,375,124.503772677996
6,387.5,143.056987349169
6,400,158.087630065018
6,412.5,169.225496529572
6,425,176.1962603953
6,437.5,178.828232518501
6,450,177.056562307401
6,462.5,170.924904649383
6,475,160.584183900058
6,487.5,146.289087012621
6,500,128.391559257814
36,0,548.713
36,12.5,415.925
36,25,283.138
36,37.5,186.984
36,50,114.319
36,62.5,56.9128
36,75,9.73487
36,87.5,-30.1932
36,100,-64.5502
36,112.5,-94.2024
36,125,-119.522
36,137.5,-140.596
36,150,-157.365
36,162.5,-169.71
36,175,-177.519
36,187.5,-180.725
36,200,-179.328
36,212.5,-173.416
36,225,-163.169
36,237.5,-148.861
36,250,-130.858
36,262.5,-109.616
36,275,-85.6614
36,287.5,-59.59
36,300,-32.0463
36,312.5,-3.71042
36,325,24.7186
36,337.5,52.5399
36,350,79.0678
36,362.5,103.649
36,375,125.677
36,387.5,144.61
36,400,159.982
36,412.5,171.414
36,425,178.624
36,437.5,181.435
36,450,179.777
36,462.5,173.692
36,475,163.33
36,487.5,148.945
36,500,130.891
