"$r [deg]","Time [us]","InducedVoltage(int) [mV]"
0.15,487.5,110.256742846131
0.15,500,89.4743675657606
0.3,0,549.86
0.3,12.5,399.427171627013
0.3,25,248.994400833169
0.3,37.5,143.774733089379
0.3,50,67.4175351197979
0.3,62.5,9.9288532025315
0.3,75,-34.7622441467199
0.3,87.5,-70.2919055820541
0.3,100,-98.7895672275179
0.3,112.5,-121.462978133629
0.3,125,-138.969709339393
0.3,137.5,-151.654323293096
0.3,150,-159.70024574451
0.3,162.5,-163.226913801455
0.3,175,-162.351401059319
0.3,187.5,-157.226584772017
0.3,200,-148.063522435924
0.3,212.5,-135.142915124296
0.3,225,-118.818839755419
0.3,237.5,-99.5168370329339
0.3,250,-77.727797090818
0.3,262.5,-53.9986522437937
0.3,275,-28.9207297070127
0.3,287.5,-3.11635572739679
0.3,300,22.7757436297459
0.3,312.5,48.1156425682416
0.3,325,72.2776831909861
0.3,337.5,94.6656590044249
0.3,350,114.727355200544
0.3,362.5,131.968057658889
0.3,375,145.962671681442
0.3,387.5,156.366145893304
0.3,400,162.921938937566
0.3,412.5,165.468315435031
0.3,425,163.942316199439
0.3,437.5,158.381296341449
0.3,450,148.921996805194
0.3,462.5,135.797175513486
0.3,475,119.329865336514
0.3,487.5,99.9254208324839
0.3,500,78.0615370573869
0.45,0,547.957
0.45,12.5,387.041266499496
0.45,25,226.125854942059
0.45,37.5,115.466132378766
0.45,50,36.8379766215468
0.45,62.5,-20.7609094689093
0.45,75,-63.9772453351951
0.45,87.5,-96.8086671653979
0.45,100,-121.639244914553
0.45,112.5,-139.878786216793
0.45,125,-152.362060261975
0.45,137.5,-159.599773169971
0.45,150,-161.9366694081
0.45,162.5,-159.650677632451
0.45,175,-153.014134601174
0.45,187.5,-142.330226118166
0.45,200,-127.952934500139
0.45,212.5,-110.295778967273
0.45,225,-89.8327772120658
0.45,237.5,-67.0939050615772
0.45,250,-42.6566257411019
0.45,262.5,-17.134618408881
0.45,275,8.83542665276984
0.45,287.5,34.6082471240629
0.45,300,59.5450904478903
0.45,312.5,83.0289115091362
0.45,325,104.479216426415
0.45,337.5,123.366122565924
0.45,350,139.223249048102
0.45,362.5,151.659094893092
0.45,375,160.36660430808
0.45,387.5,165.130678156251
0.45,400,165.833433152365
0.45,412.5,162.457078900321
0.45,425,155.084337647386
0.45,437.5,143.896392751593
0.45,450,129.168417304346
0.45,462.5,111.262789917092
0.45,475,90.6201656643102
0.45,487.5,67.7486207614051
0.45,500,43.2111414515697
0.6,0,562.724
0.6,12.5,384.596907253564
0.6,25,206.469430556231
0.6,37.5,86.3410839262215
0.6,50,3.22872443337058
0.6,62.5,-55.5233687073955
0.6,75,-97.5815343646559
0.6,87.5,-127.592157424686
0.6,100,-148.37322939731
0.6,112.5,-161.646406179793
0.6,125,-168.490689674997
0.6,137.5,-169.624550001325
0.6,150,-165.581042133172
0.6,162.5,-156.815413109545
0.6,175,-143.769678616375
0.6,187.5,-126.909369352507
0.6,200,-106.742081349774
0.6,212.5,-83.823910644925
0.6,225,-58.757720396289
0.6,237.5,-32.1858778630962
0.6,250,-4.77923846376246
0.6,262.5,22.776310153622
0.6,275,49.7947931484773
0.6,287.5,75.6057903563283
0.6,300,99.5701461229358
0.6,312.5,121.095190920473
0.6,325,139.649001311516
0.6,337.5,154.773281311945
0.6,350,166.094503485419
0.6,362.5,173.333012753293
0.6,375,176.30984421755
0.6,387.5,174.95109565393
0.6,400,169.289711499049
0.6,412.5,159.464649832859
0.6,425,145.717452418025
0.6,437.5,128.386281280773
0.6,450,107.897584388148
0.6,462.5,84.7555904603549
0.6,475,59.5298887728397
0.6,487.5,32.8413981775129
0.6,500,5.34707821397582
0.75,0,515.824
0.75,12.5,338.631557910871
0.75,25,161.439286656106
0.75,37.5,44.1206893434323
0.75,50,-34.9877668834767
0.75,62.5,-88.8931061438354
0.75,75,-125.454095344414
0.75,87.5,-149.44798972614
0.75,100,-163.809474129394
0.75,112.5,-170.382502324004
0.75,125,-170.379736689699
0.75,137.5,-164.663788116696
0.75,150,-153.918520874753
0.75,162.5,-138.751791675487
0.75,175,-119.754942866092
0.75,187.5,-97.5347559149289
0.75,200,-72.7275926738167
0.75,212.5,-46.0019906336551
0.75,225,-18.0536890061431
0.75,237.5,10.4042737135058
0.75,250,38.6545370833714
0.75,262.5,65.9901661852225
0.75,275,91.730225755884
0.75,287.5,115.235342777661
0.75,300,135.922709434169
0.75,312.5,153.279926510725
0.75,325,166.87729770331
0.75,337.5,176.378210322811
0.75,350,181.54726954253
0.75,362.5,182.256009259183
0.75,375,178.48598485572
0.75,387.5,170.329181379591
0.75,400,157.985721939049
0.75,412.5,141.758909355683
0.75,425,122.047745835186
0.75,437.5,99.337095443816
0.75,450,74.1857297293219
0.75,462.5,47.2125668282893
0.75,475,19.0814189008538
0.75,487.5,-9.51534677515558
0.75,500,-37.8738767254313
0.9,0,492.558
0.9,12.5,323.678910460958
0.9,25,154.799404402643
0.9,37.5,43.1089100484349
0.9,50,-32.1292665866543
0.9,62.5,-83.3683470197804
0.9,75,-118.131540237431
0.9,87.5,-140.986281784816
0.9,100,-154.731320841411
0.9,112.5,-161.118716579572
0.9,125,-161.295441904441
0.9,137.5,-156.073448535345
0.9,150,-146.094010968138
0.9,162.5,-131.926107479681
0.9,175,-114.123325498842
0.9,187.5,-93.2543735890315
0.9,200,-69.9166301410654
0.9,212.5,-44.7386886222663
0.9,225,-18.3756636956188
0.9,237.5,8.50011381198047
0.9,250,35.2113697604853
0.9,262.5,61.089846437255
0.9,275,85.4910221198803
0.9,287.5,107.808888246587
0.9,300,127.490141930611
0.9,312.5,144.047376974425
0.9,325,157.070763597799
0.9,337.5,166.237932847344
0.9,350,171.321843939948
0.9,362.5,172.196196119949
0.9,375,168.838548785229
0.9,387.5,161.330796438571
0.9,400,149.857143100572
0.9,412.5,134.69952574177
0.9,425,116.230659325243
0.9,437.5,94.9048598486095
0.9,450,71.2468419574653
0.9,462.5,45.8387790761982
0.9,475,19.3059851918527
0.9,487.5,-7.69851051073885
0.9,500,-34.510029815108
1.05,0,453.054
1.05,12.5,285.094789443895
1.05,25,117.135605027953
1.05,37.5,7.30449386968882
1.05,50,-65.1320161530178
1.05,62.5,-112.72303767604
1.05,75,-143.106440024599
1.05,87.5,-160.971111505776
1.05,100,-169.244175504678
1.05,112.5,-169.813550178656
1.05,125,-163.968558341318
1.05,137.5,-152.667877726923
1.05,150,-136.700872304543
1.05,162.5,-116.78259247168
1.05,175,-93.6071388145626
1.05,187.5,-67.8746937135416
1.05,200,-40.3017879495776
1.05,212.5,-11.620844121397
1.05,225,17.4271067697494
1.05,237.5,46.103889478177
1.05,250,73.688096771065
1.05,262.5,99.4901611697243
1.05,275,122.867604241364
1.05,287.5,143.239768130405
1.05,300,160.101403835087
1.05,312.5,173.034652097545
1.05,325,181.719036638483
1.05,337.5,185.939161956657
1.05,350,185.589878755717
1.05,362.5,180.678789623292
1.05,375,171.3259987564
1.05,387.5,157.761112311615
1.05,400,140.317560446417
1.05,412.5,119.42435210556
1.05,425,95.5955092763022
1.05,437.5,69.4173911032046
1.05,450,41.5342478785047
1.05,462.5,12.6323548997251
1.05,475,-16.5769032482221
1.05,487.5,-45.3745445626894
1.05,500,-73.0516919157215
1.2,0,349.253
1.2,12.5,204.833817341081
1.2,25,60.4147926527952
1.2,37.5,-32.2275361156506
1.2,50,-91.4506828038532
1.2,62.5,-128.354358497328
1.2,75,-149.706411305638
1.2,87.5,-159.691162986097
1.2,100,-160.962210443757
1.2,112.5,-155.278728751349
1.2,125,-143.889873768547
1.2,137.5,-127.765612044103
1.2,150,-107.733284552583
1.2,162.5,-84.5558856389322
1.2,175,-58.9740877630445
1.2,187.5,-31.7255827723896
1.2,200,-3.55018793690365
1.2,212.5,24.8138994591604
1.2,225,52.6392848949672
1.2,237.5,79.2216441858558
1.2,250,103.893542188273
1.2,262.5,126.038633796798
1.2,275,145.105438911606
1.2,287.5,160.620018091758
1.2,300,172.197068788781
1.2,312.5,179.549038455638
1.2,325,182.492966372658
1.2,337.5,180.954822377641
1.2,350,174.971226475353
1.2,362.5,164.688471953341
1.2,375,150.358873068256
1.2,387.5,132.334517011012
1.2,400,111.058566953097
1.2,412.5,87.0543344962952
1.2,425,60.9123754888114
1.2,437.5,33.2759414537192
1.2,450,4.82512959664314
1.2,462.5,-23.7398694346124
1.2,475,-51.7160169439824
1.2,487.5,-78.4147437848993
1.2,500,-103.178908212938
1.35,0,299.244
1.35,12.5,169.515553069395
1.35,25,39.7872457039209
1.35,37.5,-43.2977922184527
1.35,50,-95.9800169329724
1.35,62.5,-128.157785836955
1.35,75,-145.929207105384
1.35,87.5,-153.11040046961
1.35,100,-152.156401145862
1.35,112.5,-144.722355287106
1.35,125,-132.004992964619
1.35,137.5,-114.948697306972
1.35,150,-94.3676368278252
1.35,162.5,-71.0155718028723
1.35,175,-45.6229099630637
1.35,187.5,-18.9131894796686
1.35,200,8.39334017816251
1.35,212.5,35.5841406561443
1.35,225,61.9636421629152
1.35,237.5,86.865180986908
1.35,250,109.664178934306
1.35,262.5,129.791474088094
1.35,275,146.7460524208
1.35,287.5,160.106567891501
1.35,300,169.541197106183
1.35,312.5,174.81547544419
1.35,325,175.797855677045
1.35,337.5,172.462804106861
1.35,350,164.891338288698
1.35,362.5,153.268965634958
1.35,375,137.881077589233
1.35,387.5,119.105887332397
1.35,400,97.4051016872124
1.35,412.5,73.3125291519974
1.35,425,47.4209330996803
1.35,437.5,20.3674205282132
1.35,450,-7.18225116566612
1.35,462.5,-34.5500689538862
1.35,475,-61.0624699138012
1.35,487.5,-86.0669242353292
1.35,500,-108.94800950451
1.5,0,215.236
1.5,12.5,109.349552993708
1.5,25,3.46276177177661
1.5,37.5,-63.063590815659
1.5,50,-103.848180512316
1.5,62.5,-127.228707933092
1.5,75,-138.335767184882
1.5,87.5,-140.393542251805
1.5,100,-135.495405075963
1.5,112.5,-125.073294868116
1.5,125,-110.193659429692
1.5,137.5,-91.7252468905761
1.5,150,-70.4415207616561
1.5,162.5,-47.0591020279405
1.5,175,-22.2764123320688
1.5,187.5,3.21842314653613
1.5,200,28.7477532034216
1.5,212.5,53.6506448300075
1.5,225,77.2926466306853
1.5,237.5,99.0773752320948
1.5,250,118.458673054752
1.5,262.5,134.952481053916
1.5,275,148.147748870332
1.5,287.5,157.715918687045
1.5,300,163.418611431586
1.5,312.5,165.111688055044
1.5,325,162.751335694758
1.5,337.5,156.401469317679
1.5,350,146.214238774313
1.5,362.5,132.435223372569
1.5,375,115.402184796326
1.5,387.5,95.5330380233681
1.5,400,73.322780235321
1.5,412.5,49.314868111142
1.5,425,24.0995370550668
1.5,437.5,-1.70280944135909
1.5,450,-27.4572770324395
1.5,462.5,-52.5301023865568
1.5,475,-76.3042720667274
1.5,487.5,-98.1947271284945
1.5,500,-117.662753454357
1.65,0,115.707
1.65,12.5,35.1430272578031
1.65,25,-45.4206208331404
1.65,37.5,-93.680254255372
1.65,50,-120.959749856807
1.65,62.5,-133.986210368956
1.65,75,-136.855967427952
1.65,87.5,-132.155930237075
1.65,100,-121.610878531102
1.65,112.5,-106.459959896567
1.65,125,-87.6755234576584
1.65,137.5,-66.088655831822
1.65,150,-42.4588425109717
1.65,162.5,-17.5098537805922
1.65,175,8.05490320164844
1.65,187.5,33.5494630639866
1.65,200,58.3098036885605
1.65,212.5,81.7025925415086
1.65,225,103.136089905847
1.65,237.5,122.071826847684
1.65,250,138.036048837607
1.65,262.5,150.630262999672
1.65,275,159.540336598817
1.65,287.5,164.5437802347
1.65,300,165.514946517809
1.65,312.5,162.427919601778
1.65,325,155.357053215933
1.65,337.5,144.475031986198
1.65,350,130.048584513893
1.65,362.5,112.431863112644
1.65,375,92.0576965716899
1.65,387.5,69.4269184695593
1.65,400,45.0960104542913
1.65,412.5,19.6633918711694
1.65,425,-6.24532343175332
1.65,437.5,-31.992745791525
1.65,450,-56.9454053382185
1.65,462.5,-80.4893555701863
1.65,475,-102.045302920533
1.65,487.5,-121.082863899801
1.65,500,-137.133639257359
1.8,0,17.912
1.8,12.5,-36.4083047088271
1.8,25,-90.7285824335458
1.8,37.5,-120.891766358403
1.8,50,-135.027099919639
1.8,62.5,-138.024929053454
1.8,75,-132.927986957665
1.8,87.5,-121.723084784159
1.8,100,-105.800787082669
1.8,112.5,-86.2223317265498
1.8,125,-63.8726327096036
1.8,137.5,-39.5452939464055
1.8,150,-13.9868781736283
1.8,162.5,12.0832960307733
1.8,175,37.9680029585999
1.8,187.5,62.9955452611558
1.8,200,86.5280492045105
1.8,212.5,107.972210264599
1.8,225,126.790899192697
1.8,237.5,142.514583272913
1.8,250,154.751784656431
1.8,262.5,163.198048104364
1.8,275,167.643028760753
1.8,287.5,167.975414041137
1.8,300,164.18550979916
1.8,312.5,156.365370272995
1.8,325,144.706476665894
1.8,337.5,129.494968652448
1.8,350,111.104577425565
1.8,362.5,89.9873984364734
1.8,375,66.6627462087421
1.8,387.5,41.7043511942951
1.8,400,15.7262328590015
1.8,412.5,-10.6324344765724
1.8,425,-36.7230616493775
1.8,437.5,-61.9036223605354
1.8,450,-85.5544650258857
1.8,462.5,-107.093572409424
1.8,475,-125.990899972915
1.8,487.5,-141.781424837765
1.8,500,-154.076603897876
1.95,0,-105.49
1.95,12.5,-124.844088956444
1.95,25,-144.198444220746
1.95,37.5,-150.362455379051
1.95,50,-147.44071822422
1.95,62.5,-137.857308443668
1.95,75,-123.164846311488
1.95,87.5,-104.46637598526
1.95,100,-82.6402812858505
1.95,112.5,-58.459465961874
1.95,125,-32.6517229480028
1.95,137.5,-5.92681721746014
1.95,150,21.0155285803863
1.95,162.5,47.4884697229741
1.95,175,72.8268267782419
1.95,187.5,96.3989515597545
1.95,200,117.619758960513
1.95,212.5,135.963732175987
1.95,225,150.977114678098
1.95,237.5,162.288692631135
1.95,250,169.618665231573
1.95,262.5,172.785477012977
1.95,275,171.710195016066
1.95,287.5,166.418433970589
1.95,300,157.039698244193
1.95,312.5,143.804190010763
1.95,325,127.037141316695
1.95,337.5,107.15077722636
1.95,350,84.6342018589938
1.95,362.5,60.0413029051861
1.95,375,33.9771530895548
1.95,387.5,7.08308113590937
1.95,400,-19.9791159950757
1.95,412.5,-46.5434654000745
1.95,425,-71.9562242995971
1.95,437.5,-95.5919814003042
1.95,450,-116.869054903555
1.95,462.5,-135.263811043877
1.95,475,-150.323600226381
1.95,487.5,-161.677824321224
1.95,500,-169.04714746907
2.1,0,-184.804
2.1,12.5,-181.078600690786
2.1,25,-177.353304542503
2.1,37.5,-167.700048430537
2.1,50,-153.775558952578
2.1,62.5,-136.309040540192
2.1,75,-115.792767239562
2.1,87.5,-92.6901921928088
2.1,100,-67.5036706178325
2.1,112.5,-40.7906804317163
2.1,125,-13.1587312664731
2.1,137.5,14.7488179146997
2.1,150,42.2705767250079
2.1,162.5,68.7459955632953
2.1,175,93.5340062082277
2.1,187.5,116.030712859726
2.1,200,135.685693331918
2.1,212.5,152.016576614488
2.1,225,164.621630920562
2.1,237.5,173.190135617692
2.1,250,177.51034935143
2.1,262.5,177.474926722956
2.1,275,173.083689185193
2.1,287.5,164.443706184798
2.1,300,151.766703199786
2.1,312.5,135.36387192205
2.1,325,115.638216803904
2.1,337.5,93.0746370989905
2.1,350,68.2279814772044
2.1,362.5,41.7093851253836
2.1,375,14.171213801542
2.1,387.5,-13.7090039530932
2.1,400,-41.2452658670248
2.1,412.5,-67.7599932549665
2.1,425,-92.6007198543991
2.1,437.5,-115.156160945766
2.1,450,-134.87127122178
2.1,462.5,-151.260913503232
2.1,475,-163.921808666089
2.1,487.5,-172.542467863616
2.1,500,-176.910864555467
2.25,0,-293.98
2.25,12.5,-255.55361015943
2.25,25,-217.127191896399
2.25,37.5,-183.973608191581
2.25,50,-153.643050085355
2.25,62.5,-124.482534590235
2.25,75,-95.5451254317272
2.25,87.5,-66.4170398129861
2.25,100,-37.0641591396076
2.25,112.5,-7.71254933921165
2.25,125,21.2412227219341
2.25,137.5,49.2972130326396
2.25,150,75.9029564512227
2.25,162.5,100.492741160277
2.25,175,122.518515702356
2.25,187.5,141.474570278234
2.25,200,156.917306963451
2.25,212.5,168.480954725569
2.25,225,175.889687499749
2.25,237.5,178.966433974356
2.25,250,177.638545949263
2.25,262.5,171.940425054647
2.25,275,162.013212041843
2.25,287.5,148.101657298951
2.25,300,130.548308167367
2.25,312.5,109.78521122893
2.25,325,86.3233577859256
2.25,337.5,60.740151844224
2.25,350,33.665222749167
2.25,362.5,5.76494169416043
2.25,375,-22.2739826914241
2.25,387.5,-49.7614048687431
2.25,400,-76.0207352618696
2.25,412.5,-100.405602463898
2.25,425,-122.315769154553
2.25,437.5,-141.211913362982
2.25,450,-156.628909955491
2.25,462.5,-168.187286767263
2.25,475,-175.602568449806
2.25,487.5,-178.69228398566
2.25,500,-177.380461403787
2.4,0,-345.148
2.4,12.5,-292.180577569247
2.4,25,-239.213229056665
2.4,37.5,-195.985292862625
2.4,50,-158.285975230158
2.4,62.5,-123.536391868499
2.4,75,-90.2599737074673
2.4,87.5,-57.7298837349713
2.4,100,-25.7254703832982
2.4,112.5,5.63823639986917
2.4,125,36.0312141999473
2.4,137.5,64.9951029856433
2.4,150,92.0065841192944
2.4,162.5,116.524676913499
2.4,175,138.026722266916
2.4,187.5,156.036145795333
2.4,200,170.143949691032
2.4,212.5,180.025176385535
2.4,225,185.451087091388
2.4,237.5,186.297522625266
2.4,250,182.549742184646
2.4,262.5,174.303948986834
2.4,275,161.765680000985
2.4,287.5,145.245239528645
2.4,300,125.150382467813
2.4,312.5,101.976484054626
2.4,325,76.2944805355941
2.4,337.5,48.7369007082376
2.4,350,19.982351334611
2.4,362.5,-9.26115527144028
2.4,375,-38.273610750247
2.4,387.5,-66.3407176106395
2.4,400,-92.7714733827859
2.4,412.5,-116.915175062037
2.4,425,-138.177436404477
2.4,437.5,-156.034821803287
2.4,450,-170.047732592635
2.4,462.5,-179.871231553339
2.4,475,-185.26353392111
2.4,487.5,-186.091961574033
2.4,500,-182.336209863909
2.55,0,-421.888
2.55,12.5,-344.138085412529
2.55,25,-266.387769158597
2.55,37.5,-206.250320384671
2.55,50,-156.859985298669
2.55,62.5,-113.921622727081
2.55,75,-74.8830944476839
2.55,87.5,-38.3525135512297
2.55,100,-3.69927232521486
2.55,112.5,29.2167625600217
2.55,125,60.2294613560421
2.55,137.5,88.9929250049196
2.55,150,115.069624913574
2.55,162.5,137.992885825074
2.55,175,157.3119185058
2.55,187.5,172.624664741029
2.55,200,183.601787639188
2.55,212.5,190.003907539095
2.55,225,191.693409794761
2.55,237.5,188.641661008
2.55,250,180.932194539094
2.55,262.5,168.760261316495
2.55,275,152.429066972984
2.55,287.5,132.342976570829
2.55,300,108.997998505392
2.55,312.5,82.9698601902739
2.55,325,54.9000103101417
2.55,337.5,25.4799493834588
2.55,350,-4.56572178319004
2.55,362.5,-34.4970878545375
2.55,375,-63.577112274656
2.55,387.5,-91.0897565820377
2.55,400,-116.357601074755
2.55,412.5,-138.758516348614
2.55,425,-157.740972650692
2.55,437.5,-172.83761987078
2.55,450,-183.676790998362
2.55,462.5,-189.991652093069
2.55,475,-191.626772090189
2.55,487.5,-188.541950718476
2.55,500,-180.813202659114
2.7,0,-466.741
2.7,12.5,-367.597725420763
2.7,25,-268.454096747517
2.7,37.5,-194.593453326441
2.7,50,-136.533853914028
2.7,62.5,-88.4155871842388
2.7,75,-46.7161666962817
2.7,87.5,-9.4215954917329
2.7,100,24.5140026608027
2.7,112.5,55.523733052367
2.7,125,83.6635726262643
2.7,137.5,108.770127291357
2.7,150,130.567448213879
2.7,162.5,148.740181220375
2.7,175,162.984164016861
2.7,187.5,173.041550154373
2.7,200,178.724992058172
2.7,212.5,179.933761224883
2.7,225,176.663657508288
2.7,237.5,169.01191158549
2.7,250,157.177891432988
2.7,262.5,141.460198774374
2.7,275,122.250620084374
2.7,287.5,100.02531897382
2.7,300,75.3336634845053
2.7,312.5,48.7850550839406
2.7,325,21.0341573487783
2.7,337.5,-7.23507040791338
2.7,350,-35.3261134686547
2.7,362.5,-62.5469852680046
2.7,375,-88.2272207149762
2.7,387.5,-111.734358291273
2.7,400,-132.489488051351
2.7,412.5,-149.98149818617
2.7,425,-163.779646092787
2.7,437.5,-173.544162345169
2.7,450,-179.034608480532
2.7,462.5,-180.115795521356
2.7,475,-176.761112954581
2.7,487.5,-169.053178263907
2.7,500,-157.18180309782
2.85,0,-471.801
2.85,12.5,-368.926854691383
2.85,25,-266.0524135019
2.85,37.5,-190.192277775633
2.85,50,-131.04908376439
2.85,62.5,-82.4113142626487
2.85,75,-40.5878920781291
2.85,87.5,-3.47303052921884
2.85,100,30.0370344939139
2.85,112.5,60.4179066576327
2.85,125,87.7611429611653
2.85,137.5,111.936057895606
2.85,150,132.698454664135
2.85,162.5,149.764551361527
2.85,175,162.861754495683
2.85,187.5,171.763596531051
2.85,200,176.3135065932
2.85,212.5,176.440442050042
2.85,225,172.168195222029
2.85,237.5,163.619743696926
2.85,250,151.017386548066
2.85,262.5,134.679327338735
2.85,275,115.013184918952
2.85,287.5,92.5068205717549
2.85,300,67.7169019755851
2.85,312.5,41.2555663162486
2.85,325,13.7755867404348
2.85,337.5,-14.0455220152455
2.85,350,-41.5220935097455
2.85,362.5,-67.9771134444938
2.85,375,-92.7588357396227
2.85,387.5,-115.256812408347
2.85,400,-134.91687790716
2.85,412.5,-151.25480068362
2.85,425,-163.868183799883
2.85,437.5,-172.446361169167
2.85,450,-176.77805402776
2.85,462.5,-176.756556247
2.85,475,-172.382364240485
2.85,487.5,-163.763161442932
2.85,500,-151.111168076294
3,0,-524.284
3,12.5,-394.469792162929
3,25,-264.655429885218
3,37.5,-171.753758208483
3,50,-102.159992136896
3,62.5,-47.6159733484728
3,75,-3.1433597851321
3,87.5,34.1928847243961
3,100,66.0510537677612
3,112.5,93.2986596522045
3,125,116.325014197228
3,137.5,135.244426971346
3,150,150.029357374235
3,162.5,160.598121931305
3,175,166.872666858344
3,187.5,168.816251425689
3,200,166.457300455726
3,212.5,159.903450726309
3,225,149.348361309245
3,237.5,135.073054937568
3,250,117.442919353262
3,262.5,96.901238372795
3,275,73.9599240100806
3,287.5,49.1879605320717
3,300,23.1980887745375
3,312.5,-3.36783740036863
3,325,-29.8543635939589
3,337.5,-55.6083800625912
3,350,-79.9950810636368
3,362.5,-102.413509463868
3,375,-122.31129965533
3,387.5,-139.198240368464
3,400,-152.658321565569
3,412.5,-162.359958858914
3,425,-168.064145909318
3,437.5,-169.630333301999
3,450,-167.019880362779
3,462.5,-160.297005319826
3,475,-149.627198768711
3,487.5,-135.273146374771
3,500,-117.588257674709
3.15,0,-527.688
3.15,12.5,-389.647657335477
3.15,25,-251.607514806569
3.15,37.5,-154.259387754485
3.15,50,-82.6279131829986
3.15,62.5,-27.6701700804346
3.15,75,16.0599991992324
3.15,87.5,51.7912789930237
3.15,100,81.3807598114658
3.15,112.5,105.84426719575
3.15,125,125.693520522309
3.15,137.5,141.152557163796
3.15,150,152.297561578946
3.15,162.5,159.147448284398
3.15,175,161.722312646963
3.15,187.5,160.08053031337
3.15,200,154.341334495222
3.15,212.5,144.697238147315
3.15,225,131.419127224065
3.15,237.5,114.855895272042
3.15,250,95.4298967607418
3.15,262.5,73.6291540991414
3.15,275,49.997013157108
3.15,287.5,25.1198495294794
3.15,300,-0.38666860687007
3.15,312.5,-25.8922855748464
3.15,325,-50.7673779612745
3.15,337.5,-74.3982646573052
3.15,350,-96.2021866240144
3.15,362.5,-115.641572510112
3.15,375,-132.237216938696
3.15,387.5,-145.580040470798
3.15,400,-155.341136972785
3.15,412.5,-161.279852692085
3.15,425,-163.249699234038
3.15,437.5,-161.201949942909
3.15,450,-155.186834337426
3.15,462.5,-145.352295011912
3.15,475,-131.940340989543
3.15,487.5,-115.28108533248
3.15,500,-95.7846148553016
3.3,0,-566.581
3.3,12.5,-406.956497301027
3.3,25,-247.331714394571
3.3,37.5,-136.449968662192
3.3,50,-56.695024026374
3.3,62.5,2.66296065173476
3.3,75,48.1341714048328
3.3,87.5,83.6293421071115
3.3,100,111.459408323708
3.3,112.5,132.960742371631
3.3,125,148.889830796036
3.3,137.5,159.674001039359
3.3,150,165.571074458505
3.3,162.5,166.770799468051
3.3,175,163.458541378914
3.3,187.5,155.854162509728
3.3,200,144.234235650784
3.3,212.5,128.942839387181
3.3,225,110.39430945743
3.3,237.5,89.0702176997676
3.3,250,65.5120932303065
3.3,262.5,40.3110398119098
3.3,275,14.0950718960585
3.3,287.5,-12.4851366381435
3.3,300,-38.7714794459562
3.3,312.5,-64.1141092678196
3.3,325,-87.887119818871
3.3,337.5,-109.503718575181
3.3,350,-128.430543161618
3.3,362.5,-144.200697630792
3.3,375,-156.4251818878
3.3,387.5,-164.802425326417
3.3,400,-169.125678386381
3.3,412.5,-169.288094546556
3.3,425,-165.285329277986
3.3,437.5,-157.215646942227
3.3,450,-145.277488916086
3.3,462.5,-129.764583508408
3.3,475,-111.058706218291
3.3,487.5,-89.6202738698663
3.3,500,-65.9770100616388
3.45,0,-534.008
3.45,12.5,-375.739333755383
3.45,25,-217.470515694538
3.45,37.5,-108.879972611908
3.45,50,-32.0260822909068
3.45,62.5,23.9854047814167
3.45,75,65.756132875205
3.45,87.5,97.262798818509
3.45,100,120.880467561025
3.45,112.5,138.017304352386
3.45,125,149.511343528517
3.45,137.5,155.879640196444
3.45,150,157.474848085154
3.45,162.5,154.58310773511
3.45,175,147.484219456214
