"$r [deg]","Time [ms]","InducedVoltage(int) [mV]"
0.3,2.5,29.5392457506774
0.45,0,170.001
0.45,0.0625,108.534421256623
0.45,0.125,47.0673618072977
0.45,0.1875,25.6867389500448
0.45,0.25,15.8384090829976
0.45,0.3125,9.21742551760751
0.45,0.375,3.49455259936101
0.45,0.4375,-1.93647576517079
0.45,0.5,-7.17820409606982
0.45,0.5625,-12.1826899940464
0.45,0.625,-16.8578522596854
0.45,0.6875,-21.1022513885739
0.45,0.75,-24.8180629997184
0.45,0.8125,-27.9174633056664
0.45,0.875,-30.3262839641232
0.45,0.9375,-31.9864660128676
0.45,1,-32.8579463764763
0.45,1.0625,-32.9197584929159
0.45,1.125,-32.1706906888425
0.45,1.1875,-30.6293686886638
0.45,1.25,-28.3338766520581
0.45,1.3125,-25.3408094540372
0.45,1.375,-21.7238685955563
0.45,1.4375,-17.5722178024266
0.45,1.5,-12.9880548499042
0.45,1.5625,-8.08430048279086
0.45,1.625,-2.98159182679598
0.45,1.6875,2.19439677302528
0.45,1.75,7.31620586226777
0.45,1.8125,12.2577158076691
0.45,1.875,16.8972275728059
0.45,1.9375,21.1205778858328
0.45,2,24.8237421201583
0.45,2.0625,27.9155491751921
0.45,2.125,30.3199122701037
0.45,2.1875,31.9775922882095
0.45,2.25,32.8478027451111
0.45,2.3125,32.9091104301143
0.45,2.375,32.1600069329058
0.45,2.4375,30.6189277188
0.45,2.5,28.323837364204
0.6,0,155.221
0.6,0.0625,95.7255080605819
0.6,0.125,36.2298937139534
0.6,0.1875,15.7468392977057
0.6,0.25,6.75310322502615
0.6,0.3125,1.15348810231466
0.6,0.375,-3.36058431450587
0.6,0.4375,-7.41402105402223
0.6,0.5,-11.1399149334927
0.6,0.5625,-14.5267300124923
0.6,0.625,-17.522218579989
0.6,0.6875,-20.0666379783382
0.6,0.75,-22.1055249216486
0.6,0.8125,-23.5911703093605
0.6,0.875,-24.4908449001811
0.6,0.9375,-24.7829842310061
0.6,1,-24.462143201376
0.6,1.0625,-23.5367939950176
0.6,1.125,-22.0302854629932
0.6,1.1875,-19.9801674670522
0.6,1.25,-17.4370936153678
0.6,1.3125,-14.4634500709903
0.6,1.375,-11.1341669139341
0.6,1.4375,-7.52901430029008
0.6,1.5,-3.73943759942967
0.6,1.5625,0.142375512518256
0.6,1.625,4.02088371567318
0.6,1.6875,7.80064972910401
0.6,1.75,11.3884981810028
0.6,1.8125,14.6961000145851
0.6,1.875,17.6420259412197
0.6,1.9375,20.153621204897
0.6,2,22.1700547079596
0.6,2.0625,23.6399030216145
0.6,2.125,24.5282441447193
0.6,2.1875,24.812128783343
0.6,2.25,24.4851427924382
0.6,2.3125,23.5552492411814
0.6,2.375,22.0450299820831
0.6,2.4375,19.9922413328515
0.6,2.5,17.447003289602
0.75,0,182.844
0.75,0.0625,111.995138036795
0.75,0.125,41.146582780833
0.75,0.1875,15.7826910299211
0.75,0.25,4.45172047497936
0.75,0.3125,-2.42465096059741
0.75,0.375,-7.70772739414549
0.75,0.4375,-12.2370145002818
0.75,0.5,-16.2321045288643
0.75,0.5625,-19.7183073875449
0.75,0.625,-22.6612967452145
0.75,0.6875,-25.0126964700183
0.75,0.75,-26.7271059565921
0.75,0.8125,-27.7694219529652
0.75,0.875,-28.1182971793513
0.75,0.9375,-27.7679197349877
0.75,1,-26.728714963913
0.75,1.0625,-25.0275904650638
0.75,1.125,-22.7072997598612
0.75,1.1875,-19.8255165506297
0.75,1.25,-16.4538416420582
0.75,1.3125,-12.6755225168645
0.75,1.375,-8.58386980984611
0.75,1.4375,-4.27996663226131
0.75,1.5,0.130111421428874
0.75,1.5625,4.53764553669212
0.75,1.625,8.83400246349245
0.75,1.6875,12.9133079466346
0.75,1.75,16.6750465117378
0.75,1.8125,20.0265360551193
0.75,1.875,22.8852005132026
0.75,1.9375,25.1806307684234
0.75,2,26.8562498975219
0.75,2.0625,27.8707532002582
0.75,2.125,28.1991567790717
0.75,2.1875,27.8333625467722
0.75,2.25,26.7823165810007
0.75,2.3125,25.071944316248
0.75,2.375,22.7443160583736
0.75,2.4375,19.8566384017233
0.75,2.5,16.4801669657932
0.9,0,243.608
0.9,0.0625,147.87646031168
0.9,0.125,52.1452630142684
0.9,0.1875,19.4041612479544
0.9,0.25,5.08444921065699
0.9,0.3125,-3.64191031961155
0.9,0.375,-10.4280925139117
0.9,0.4375,-16.2910200798351
0.9,0.5,-21.4752918184971
0.9,0.5625,-25.9947522017984
0.9,0.625,-29.7969611188223
0.9,0.6875,-32.8168653732099
0.9,0.75,-34.9955388226973
0.9,0.8125,-36.2887966257431
0.9,0.875,-36.6709709477719
0.9,0.9375,-36.1368639299996
0.9,1,-34.7027772509928
0.9,1.0625,-32.4061066733633
0.9,1.125,-29.3050388319556
0.9,1.1875,-25.477174602775
0.9,1.25,-21.017609685707
0.9,1.3125,-16.0370839970065
0.9,1.375,-10.6588506967257
0.9,1.4375,-5.01585690452282
0.9,1.5,0.752407128525983
0.9,1.5625,6.50377036913929
0.9,1.625,12.0962779339704
0.9,1.6875,17.3920281796836
0.9,1.75,22.2605604681648
0.9,1.8125,26.5817131238238
0.9,1.875,30.2488112277051
0.9,1.9375,33.1716690472134
0.9,2,35.2781454502566
0.9,2.0625,36.5163300606733
0.9,2.125,36.8557444858934
0.9,2.1875,36.2879021654047
0.9,2.25,34.8269661211451
0.9,2.3125,32.5086988516821
0.9,2.375,29.3901350451926
0.9,2.4375,25.5480098009386
0.9,2.5,21.076742606967
1.05,0,245.575
1.05,0.0625,145.715920904724
1.05,0.125,45.8565387093255
1.05,0.1875,11.6759041396621
1.05,0.25,-2.89774259993873
1.05,0.3125,-11.3075923071122
1.05,0.375,-17.4465806413753
1.05,0.4375,-22.4322570102692
1.05,0.5,-26.5620759550834
1.05,0.5625,-29.8882035895995
1.05,0.625,-32.3929571702004
1.05,0.6875,-34.0455542826293
1.05,0.75,-34.8222993803687
1.05,0.8125,-34.714475379795
1.05,0.875,-33.7315535757051
1.05,0.9375,-31.902492425223
1.05,1,-29.2757634303492
1.05,1.0625,-25.9185937506305
1.05,1.125,-21.9155682368501
1.05,1.1875,-17.366761470059
1.05,1.25,-12.385319419794
1.05,1.3125,-7.09479937355834
1.05,1.375,-1.62621952805832
1.05,1.4375,3.88517834460405
1.05,1.5,9.30322579980071
1.05,1.5625,14.4941354708023
1.05,1.625,19.3297672110978
1.05,1.6875,23.6908156059247
1.05,1.75,27.4696664317337
1.05,1.8125,30.5730747433478
1.05,1.875,32.9245042618371
1.05,1.9375,34.465923782222
1.05,2,35.1592690616841
1.05,2.0625,34.9874135466182
1.05,2.125,33.9544949246129
1.05,2.1875,32.08588734435
1.05,2.25,29.427555014594
1.05,2.3125,26.0449165966697
1.05,2.375,22.0212184224877
1.05,2.4375,17.4555283245088
1.05,2.5,12.4602225544126
1.2,0,221.716
1.2,0.0625,130.883433776807
1.2,0.125,40.0508069303652
1.2,0.1875,9.22688703773443
1.2,0.25,-3.85278772767824
1.2,0.3125,-11.3497874363329
1.2,0.375,-16.7647972021457
1.2,0.4375,-21.1056551863351
1.2,0.5,-24.6464837918132
1.2,0.5625,-27.4411488657309
1.2,0.625,-29.4803496543367
1.2,0.6875,-30.7448056775369
1.2,0.75,-31.219457567814
1.2,0.8125,-30.9015649875359
1.2,0.875,-29.8051890731696
1.2,0.9375,-27.9616472477691
1.2,1,-25.419406869169
1.2,1.0625,-22.2431855847331
1.2,1.125,-18.5129214932551
1.2,1.1875,-14.3216320461431
1.2,1.25,-9.77357160207801
1.2,1.3125,-4.98143864540807
1.2,1.375,-0.063809416438323
1.2,1.4375,4.85914425901653
1.2,1.5,9.66428691037964
1.2,1.5625,14.2319244441377
1.2,1.625,18.4503600467392
1.2,1.6875,22.2156271644326
1.2,1.75,25.4349110755029
1.2,1.8125,28.0283828506736
1.2,1.875,29.93155473471
1.2,1.9375,31.0984345327404
1.2,2,31.5001639590953
1.2,2.0625,31.1300373233628
1.2,2.125,29.990419799172
1.2,2.1875,28.1126862321426
1.2,2.25,25.5464128513638
1.2,2.3125,22.3479558898756
1.2,2.375,18.6017042010442
1.2,2.4375,14.3942937629975
1.2,2.5,9.83590618492516
1.35,0,239.897
1.35,0.0625,139.363633828122
1.35,0.125,38.8306718602836
1.35,0.1875,4.86447789827861
1.35,0.25,-9.31560111643254
1.35,0.3125,-17.1771700279183
1.35,0.375,-22.6070179493653
1.35,0.4375,-26.7371273869353
1.35,0.5,-29.8898328900589
1.35,0.5625,-32.1456829286806
1.35,0.625,-33.5165056112353
1.35,0.6875,-34.001644226323
1.35,0.75,-33.6075378455836
1.35,0.8125,-32.3551180429248
1.35,0.875,-30.2824242393977
1.35,0.9375,-27.4462174266652
1.35,1,-23.9203768153285
1.35,1.0625,-19.7941487613365
1.35,1.125,-15.1713250886413
1.35,1.1875,-10.1667737161025
1.35,1.25,-4.90598690367221
1.35,1.3125,0.480588320604929
1.35,1.375,5.85957882136645
1.35,1.4375,11.0977977021675
1.35,1.5,16.0658177514239
1.35,1.5625,20.6407952123385
1.35,1.625,24.7096693142892
1.35,1.6875,28.17192532904
1.35,1.75,30.9420675630329
1.35,1.8125,32.9516577901712
1.35,1.875,34.1510123714971
1.35,1.9375,34.5104785638653
1.35,2,34.0210752827112
1.35,2.0625,32.694683326449
1.35,2.125,30.5636710633644
1.35,2.1875,27.6805123025371
1.35,2.25,24.1168235160089
1.35,2.3125,19.9597088696137
1.35,2.375,15.3115081371388
1.35,2.4375,10.2858990753193
1.35,2.5,5.00775711328731
1.5,0,209.421
1.5,0.0625,119.777154521455
1.5,0.125,30.133075426121
1.5,0.1875,-0.0900982535305904
1.5,0.25,-12.4493576841131
1.5,0.3125,-19.0303427964568
1.5,0.375,-23.3429782648325
1.5,0.4375,-26.4195182855632
1.5,0.5,-28.5637398998505
1.5,0.5625,-29.8631358022302
1.5,0.625,-30.3448264303224
1.5,0.6875,-30.0257192518106
1.5,0.75,-28.929858278415
1.5,0.8125,-27.0937510272148
1.5,0.875,-24.5694225440364
1.5,0.9375,-21.4237167963817
1.5,1,-17.7375395478566
1.5,1.0625,-13.6042116439263
1.5,1.125,-9.1274993807977
1.5,1.1875,-4.41918576083575
1.5,1.25,0.403597426627838
1.5,1.3125,5.22109111593996
1.5,1.375,9.91384900929056
1.5,1.4375,14.3655874947317
1.5,1.5,18.4664410477054
1.5,1.5625,22.1148214345241
1.5,1.625,25.2205981396206
1.5,1.6875,27.70699017457
1.5,1.75,29.5125295981748
1.5,1.8125,30.5925549279004
1.5,1.875,30.9202948952134
1.5,1.9375,30.48752390231
1.5,2,29.3049618426384
1.5,2.0625,27.4013235362644
1.5,2.125,24.8235114916614
1.5,2.1875,21.6349601800243
1.5,2.25,17.9141492906103
1.5,2.3125,13.7526064863965
1.5,2.375,9.2527582290664
1.5,2.4375,4.52536112556859
1.5,2.5,-0.313230368585593
1.65,0,187.427
1.65,0.0625,103.901915426626
1.65,0.125,20.3766353224862
1.65,0.1875,-6.91739081752575
1.65,0.25,-17.5927644742819
1.65,0.3125,-22.9135429478866
1.65,0.375,-26.0848072679069
1.65,0.4375,-28.0364109665647
1.65,0.5,-29.0481872611952
1.65,0.5625,-29.2144401425835
1.65,0.625,-28.5821956748862
1.65,0.6875,-27.1926584363876
1.65,0.75,-25.0949066305468
1.65,0.8125,-22.3502963305075
1.65,0.875,-19.0329757783985
1.65,0.9375,-15.2296033892574
1.65,1,-11.0374518203594
1.65,1.0625,-6.56242433457049
1.65,1.125,-1.91682958326208
1.65,1.1875,2.78329730395835
1.65,1.25,7.42104174971495
1.65,1.3125,11.8809287505361
1.65,1.375,16.0524691711879
1.65,1.4375,19.8321172605119
1.65,1.5,23.1264138039822
1.65,1.5625,25.8537093346466
1.65,1.625,27.946419010409
1.65,1.6875,29.352449805415
1.65,1.75,30.0374933700618
1.65,1.8125,29.9839064245174
1.65,1.875,29.1931074331405
1.65,1.9375,27.6844815268455
1.65,2,25.4950312283002
1.65,2.0625,22.6785551068636
1.65,2.125,19.3042538626296
1.65,2.1875,15.4551553237702
1.65,2.25,11.2260844363589
1.65,2.3125,6.72101048141262
1.65,2.375,2.05081197477097
1.65,2.4375,-2.66958273709283
1.65,2.5,-7.32408541078553
1.8,0,153.75
1.8,0.0625,83.176698668136
1.8,0.125,12.6035477028797
1.8,0.1875,-10.379747053281
1.8,0.25,-19.2330190972305
1.8,0.3125,-23.4206254863195
1.8,0.375,-25.6506399621462
1.8,0.4375,-26.7287761069699
1.8,0.5,-26.9147864975752
1.8,0.5625,-26.3137415456707
1.8,0.625,-24.9886729281233
1.8,0.6875,-22.9972160717831
1.8,0.75,-20.4035234781739
1.8,0.8125,-17.2806062295878
1.8,0.875,-13.7120307118598
1.8,0.9375,-9.79004908065146
1.8,1,-5.61467649014635
1.8,1.0625,-1.29119566144643
1.8,1.125,3.07201017262654
1.8,1.1875,7.36608571775131
1.8,1.25,11.4839857056016
1.8,1.3125,15.3236124176657
1.8,1.375,18.7895196973174
1.8,1.4375,21.7960477157693
1.8,1.5,24.2684893786553
1.8,1.5625,26.1448893329318
1.8,1.625,27.3798624533022
1.8,1.6875,27.9425392070615
1.8,1.75,27.8173615279569
1.8,1.8125,27.009198712757
1.8,1.875,25.5367215213475
1.8,1.9375,23.4362045239628
1.8,2,20.7595188144313
1.8,2.0625,17.5722704421482
1.8,2.125,13.9530043729957
1.8,2.1875,9.99063319742047
1.8,2.25,5.7827010887448
1.8,2.3125,1.43278221103753
1.8,2.375,-2.95207878277018
1.8,2.4375,-7.2639750687162
1.8,2.5,-11.3966547712609
1.95,0,146.964
1.95,0.0625,77.8338223910874
1.95,0.125,8.70393389986308
1.95,0.1875,-13.4986960647468
1.95,0.25,-21.8147911221258
1.95,0.3125,-25.5397549412932
1.95,0.375,-27.3132221449761
1.95,0.4375,-27.9176468174599
1.95,0.5,-27.6110896301288
1.95,0.5625,-26.5041089642263
1.95,0.625,-24.6697481359975
1.95,0.6875,-22.1776122385314
1.95,0.75,-19.1033521096094
1.95,0.8125,-15.5326092173768
1.95,0.875,-11.5561529672881
1.95,0.9375,-7.28176182038682
1.95,1,-2.81421325352984
1.95,1.0625,1.7324312899237
1.95,1.125,6.24426124961296
1.95,1.1875,10.609000367791
1.95,1.25,14.7202840717006
1.95,1.3125,18.4678106754589
1.95,1.375,21.7701222404478
1.95,1.4375,24.5375786391463
1.95,1.5,26.7030801638294
1.95,1.5625,28.213281855739
1.95,1.625,29.0307706593427
1.95,1.6875,29.1346838970352
1.95,1.75,28.5229873617801
1.95,1.8125,27.2100669612778
1.95,1.875,25.2281186390193
1.95,1.9375,22.6261814795581
1.95,2,19.4681844972328
1.95,2.0625,15.8314457205823
1.95,2.125,11.8056071251522
1.95,2.1875,7.48936360220681
1.95,2.25,2.98885357653765
1.95,2.3125,-1.5845945949092
1.95,2.375,-6.11837341954778
1.95,2.4375,-10.5012375571092
1.95,2.5,-14.6273473031655
2.1,0,101.079
2.1,0.0625,50.5527311644785
2.1,0.125,0.0261828462639572
2.1,0.1875,-16.1683302866491
2.1,0.25,-21.9909476666226
2.1,0.3125,-24.2503856359512
2.1,0.375,-24.9039225647708
2.1,0.4375,-24.5509360113661
2.1,0.5,-23.4079119498909
2.1,0.5625,-21.5844231683796
2.1,0.625,-19.1634535530485
2.1,0.6875,-16.2254438872088
2.1,0.75,-12.8554893623666
2.1,0.8125,-9.14526245435624
2.1,0.875,-5.19185330328996
2.1,0.9375,-1.09684276803569
2.1,1,3.03598627446208
2.1,1.0625,7.10256672896835
2.1,1.125,11.0010596227077
2.1,1.1875,14.6342055363653
2.1,1.25,17.9114518482905
2.1,1.3125,20.7513459125702
2.1,1.375,23.0833654095471
2.1,1.4375,24.8496147880946
2.1,1.5,26.0059807734727
2.1,1.5625,26.5237991326982
2.1,1.625,26.3900353266514
2.1,1.6875,25.6077639596323
2.1,1.75,24.1960624237325
2.1,1.8125,22.1895364083484
2.1,1.875,19.6374772228408
2.1,1.9375,16.6025864251659
2.1,2,13.1594233363764
2.1,2.0625,9.39289191254577
2.1,2.125,5.39558530102428
2.1,2.1875,1.26592005579305
2.1,2.25,-2.89457241214948
2.1,2.3125,-6.98343542180634
2.1,2.375,-10.9000337205199
2.1,2.4375,-14.5480074241182
2.1,2.5,-17.8374730958745
2.25,0,82.0314
2.25,0.0625,36.3792293213227
2.25,0.125,-9.27296815800342
2.25,0.1875,-23.1952010389198
2.25,0.25,-27.6662299546031
2.25,0.3125,-28.8278012663514
2.25,0.375,-28.4152121116238
2.25,0.4375,-26.9661694394267
2.25,0.5,-24.6908333107303
2.25,0.5625,-21.712736758185
2.25,0.625,-18.1367670332071
2.25,0.6875,-14.0679439128147
2.25,0.75,-9.61864713764176
2.25,0.8125,-4.90561770855459
2.25,0.875,-0.0522293931758469
2.25,0.9375,4.81835109592926
2.25,1,9.58314344511651
2.25,1.0625,14.1224407562624
2.25,1.125,18.322826328724
2.25,1.1875,22.078898524876
2.25,1.25,25.2971172735425
2.25,1.3125,27.8966948923911
2.25,1.375,29.8130587380951
2.25,1.4375,30.999395030184
2.25,1.5,31.4257961124737
2.25,1.5625,31.0816665590409
2.25,1.625,29.9743611413007
2.25,1.6875,28.1308411137374
2.25,1.75,25.5962258221593
2.25,1.8125,22.4327052865773
2.25,1.875,18.7177263676244
2.25,1.9375,14.5422142143881
2.25,2,10.0091284673153
2.25,2.0625,5.22977536426039
2.25,2.125,0.32319524911732
2.25,2.1875,-4.59039650677043
2.25,2.25,-9.39022808332172
2.25,2.3125,-13.9582749522712
2.25,2.375,-18.1823827056985
2.25,2.4375,-21.9581809931129
2.25,2.5,-25.1927565622439
2.4,0,59.839
2.4,0.0625,23.3603949133587
2.4,0.125,-13.118171318833
2.4,0.1875,-23.8849878656133
2.4,0.25,-27.1169953176365
2.4,0.3125,-27.6264877333191
2.4,0.375,-26.7516319807486
2.4,0.4375,-24.9222495197393
2.4,0.5,-22.3261571685143
2.4,0.5625,-19.0879056813065
2.4,0.625,-15.3177903837254
2.4,0.6875,-11.1269525459807
2.4,0.75,-6.62999662961368
2.4,0.8125,-1.94564783882319
2.4,0.875,2.8052087605502
2.4,0.9375,7.50155470915739
2.4,1,12.0247299325914
2.4,1.0625,16.2609662916444
2.4,1.125,20.1044674798292
2.4,1.1875,23.4590733997015
2.4,1.25,26.2410172426066
2.4,1.3125,28.3810802533527
2.4,1.375,29.8259085205423
2.4,1.4375,30.5393046478439
2.4,1.5,30.5032435947581
2.4,1.5625,29.7182362311859
2.4,1.625,28.2032897130804
2.4,1.6875,25.9954869111274
2.4,1.75,23.1489412872754
2.4,1.8125,19.7336188264558
2.4,1.875,15.8334667839721
2.4,1.9375,11.5443270282986
2.4,2,6.97172777859386
2.4,2.0625,2.22819958052187
2.4,2.125,-2.56954899372148
2.4,2.1875,-7.3034697864946
2.4,2.25,-11.8570482499743
2.4,2.3125,-16.1180909285024
2.4,2.375,-19.9819792912132
2.4,2.4375,-23.3534642591326
2.4,2.5,-26.1494689783318
2.55,0,21.6778
2.55,0.0625,-0.0304688054220927
2.55,0.125,-21.7387158193119
2.55,0.1875,-27.3851606245168
2.55,0.25,-28.2995436320635
2.55,0.3125,-27.3605161493515
2.55,0.375,-25.3522484967407
2.55,0.4375,-22.5444288415793
2.55,0.5,-19.0822785757496
2.55,0.5625,-15.0848179866256
2.55,0.625,-10.6688029455102
2.55,0.6875,-5.95495672324597
2.55,0.75,-1.06742424525104
2.55,0.8125,3.86756525447675
2.55,0.875,8.72413284174555
2.55,0.9375,13.3794070234076
2.55,1,17.7161676610874
2.55,1.0625,21.6256344677467
2.55,1.125,25.0099645166328
2.55,1.1875,27.7845615044173
2.55,1.25,29.8800599682685
2.55,1.3125,31.2440781951412
2.55,1.375,31.8423722450227
2.55,1.4375,31.6596707840454
2.55,1.5,30.7000472220249
2.55,1.5625,28.9866266623898
2.55,1.625,26.561374422804
2.55,1.6875,23.4837170177155
2.55,1.75,19.8291074715088
2.55,1.8125,15.6875261712965
2.55,1.875,11.1606495538555
2.55,1.9375,6.35996343508903
2.55,2,1.40352749576677
2.55,2.0625,-3.58673923679125
2.55,2.125,-8.4880309638723
2.55,2.1875,-13.1797845612639
2.55,2.25,-17.5464952953153
2.55,2.3125,-21.4806976197011
2.55,2.375,-24.8855610649145
2.55,2.4375,-27.6773024590871
2.55,2.5,-29.7871585610753
2.7,0,-0.324362
2.7,0.0625,-14.9675485217802
2.7,0.125,-29.6107349746959
2.7,0.1875,-32.6402709457275
2.7,0.25,-32.1681600273287
2.7,0.3125,-30.164448413802
2.7,0.375,-27.1654704201692
2.7,0.4375,-23.3804940159189
2.7,0.5,-18.9492947118552
2.7,0.5625,-14.0022702400178
2.7,0.625,-8.67369996371395
2.7,0.6875,-3.10318574703436
2.7,0.75,2.56606950325077
2.7,0.8125,8.19076810129076
2.7,0.875,13.6279544692184
2.7,0.9375,18.7416974842443
2.7,1,23.4035874043062
2.7,1.0625,27.4973626495881
2.7,1.125,30.9209642365681
2.7,1.1875,33.5888503304359
2.7,1.25,35.4343413814586
2.7,1.3125,36.4113646650733
2.7,1.375,36.495055011731
2.7,1.4375,35.6832311244544
2.7,1.5,33.9950942282582
2.7,1.5625,31.4719185378549
2.7,1.625,28.175555690383
2.7,1.6875,24.1870283597551
2.7,1.75,19.6043034974811
2.7,1.8125,14.5400074174724
2.7,1.875,9.11876689859047
2.7,1.9375,3.47397894601256
2.7,2,-2.25526327613556
2.7,2.0625,-7.92882157317503
2.7,2.125,-13.4061670016246
2.7,2.1875,-18.5529879891539
2.7,2.25,-23.2422744073396
2.7,2.3125,-27.3588493638236
2.7,2.375,-30.8015059971698
2.7,2.4375,-33.4853545680797
2.7,2.5,-35.3442877829413
2.85,0,-52.783
2.85,0.0625,-44.456667094837
2.85,0.125,-36.1303373659849
2.85,0.1875,-31.3160608118121
2.85,0.25,-27.5904706820593
2.85,0.3125,-23.8990085005898
2.85,0.375,-19.8748222536598
2.85,0.4375,-15.4445608175032
2.85,0.5,-10.6541897052677
2.85,0.5625,-5.59931381516749
2.85,0.625,-0.397219608191539
2.85,0.6875,4.8255870147093
2.85,0.75,9.93999291253186
2.85,0.8125,14.8189853341436
2.85,0.875,19.3411503396406
2.85,0.9375,23.3939443290284
2.85,1,26.8765632167555
2.85,1.0625,29.7023498894463
2.85,1.125,31.8009171661624
2.85,1.1875,33.12004379095
2.85,1.25,33.6266751573199
2.85,1.3125,33.3078622259179
2.85,1.375,32.1711363462769
2.85,1.4375,30.2441226602506
2.85,1.5,27.5740244257776
2.85,1.5625,24.2263809538732
2.85,1.625,20.2834222408328
2.85,1.6875,15.8420792564149
2.85,1.75,11.0116237663877
2.85,1.8125,5.9108946010531
2.85,1.875,0.665385460249312
2.85,1.9375,-4.59584354920559
2.85,2,-9.74326979281465
2.85,2.0625,-14.6502728323165
2.85,2.125,-19.1960507910437
2.85,2.1875,-23.2687098438305
2.85,2.25,-26.7680439964907
2.85,2.3125,-29.6079135601169
2.85,2.375,-31.7183750207526
2.85,2.4375,-33.0475749884639
2.85,2.5,-33.5627635233
3,0,-69.8447
3,0.0625,-53.0346870626343
3,0.125,-36.2246397501972
3,0.1875,-29.1977001371997
3,0.25,-24.8691690211543
3,0.3125,-20.9934295028601
3,0.375,-16.9214357148516
3,0.4375,-12.5217017513276
3,0.5,-7.83157420093631
3,0.5625,-2.94531766209009
3,0.625,2.02126640650582
3,0.6875,6.94664985699474
3,0.75,11.7090120045098
3,0.8125,16.1899909897215
3,0.875,20.2782379977493
3,0.9375,23.8722493989117
3,1,26.8827690532311
3,1.0625,29.2350512857445
3,1.125,30.8706378868185
3,1.1875,31.748798205738
3,1.25,31.8475461864612
3,1.3125,31.1640625175062
3,1.375,29.7149852357854
3,1.4375,27.5357487977631
3,1.5,24.679940436906
